Tweets,Date
"goblok. lu ngehate ship winrina, tapi kalo jenrina, hyunrina kaga, tolollll. lu kayanya ga suka bgt sama w? tapi baca winrina au kak yasmin juga. LAWAK BGT BGST LU",2023-04-11 10:50:25+00:00
"@AlpinRama @Ghozali292 @tweetmiliter Sabar bang, itu akun kucing pura pura goblok aja kok🤭",2023-04-11 10:49:45+00:00
"Kalo mood lo jelek ya jangan dibagi bagi ke org lainlah, situasinya juga jadi ngga enak mana penting lagi, udah pasrah aja jadinya cuman kek gitu
entar liat yg lain ""ih kok bagusan yg kyk gitu blablablabla"" blok goblok",2023-04-11 10:49:38+00:00
@cakgrays jangan goblok lagi ya sabian,2023-04-11 10:49:25+00:00
"@milkskoo Jungkook kalo liat tweet lu yg ngatain army malu maluin cuman krn ngebela jimin juga lu disinis goblok. Kalau mau solostan yaudah fokus sama jungkook aja, gelo bgt nyindir nyindir member yg jelas jelas orng paling dekat sama jungkook",2023-04-11 10:49:11+00:00
@awaspulici_ @utdfocusid Ngebandingin hal yg sama² goblok gk akan ada benernya,2023-04-11 10:49:07+00:00
@amiwwww27 semua fans ipul goblok,2023-04-11 10:48:49+00:00
"@thvsg_ @Hasanhanif96 @goatamine lah goblok, album ga di spill wajar lah mencak"". lo cmn perkara rules ampe bgtu, tinggal naikan lgi tuh sales nya.",2023-04-11 10:48:41+00:00
"@18fesss Goblok banget, mau aja kau pacaran sama cowok goblok. Putusin.",2023-04-11 10:48:01+00:00
"@naufalzainur @disnakertangsel Namanya kalian goblok.
Orang kok udah disekolahin, udah dikuliahin masih gak paham soal hak dan kewajiban. Komentar donk sini, biar gw kasih tahu undang2nya. Biar kalian gak menormalisasi training gak dibayar.",2023-04-11 10:47:12+00:00
gasalah aku suka katain enjing goblok krna emang beneran goblok kan,2023-04-11 10:47:07+00:00
"@infotwitwor_ Intinya BANYAK cwo cwe yg SAMA SAMA brengsek, SAMA SAMA goblok aja . Gw cwo dan gw ngakuin emang bnyak cwo brengsek(pny banyak cwe simpanan) temen gw gitu dan cwe pun sama(punya banyak cwo simpanan) aja karna salah satu temen gw jg gini. Jadi jgn cuman ""lo cwk tuh selalu slh""",2023-04-11 10:46:30+00:00
@d_i_m_a_s_a_p @utdfocusid Goblok,2023-04-11 10:45:49+00:00
@Heraloebss @golkar_id @airlangga_hrt @DivHumas_Polri @ListyoSigitP Tolol banget ni orang.. Emangnya anggota dewan dewa apa... Yg ada pada goblok dpr,2023-04-11 10:45:16+00:00
"Orang goblok, opini goblok anjink, perkara telat bukber suaminya kek bocah tantrum ngentot",2023-04-11 10:44:51+00:00
Ya Allah 😭 goblok dri segala tergoblok ajggggg,2023-04-11 10:44:41+00:00
@siinamoanroll goblok anj ngakak bgt yoongi daegu hahhahahahah caper🥺🤣😭,2023-04-11 10:44:35+00:00
"@alvinrio_1501 @kompascom sewibu wibunya orang, lebih goblok yg gay sih, lobang pantat ko di ewe wkwk. silaturahmi sama tai ?",2023-04-11 10:44:08+00:00
"@gyuu3yaki Hwakakaka, loe mau sok pinter, terus ketahuan goblok ya? 🤣🤣🤣",2023-04-11 10:43:35+00:00
"Pernah sekolah apa tidak? 

Lucu melihat gimana org goblok seperti yg di bawah cenderung ga tau kalau dia goblok

Dan merasa org lain yg pdhl sedang bicara hal dasar dan factual lah yg bodoh https://t.co/bSh6O9vjqa",2023-04-11 10:43:25+00:00
goblok. wkwk.,2023-04-11 10:43:14+00:00
"@bukanakunkpops @Koreaboo PLISS KLAU BODOH JANGAN KAMU TUNJUKIN SE JELAS INI, SUMPAH KAMU SANGAT AMAT TERLIHAT BODOHNYA. KAMU KETAWA PDHAL IDOL KAMU BAKALAN  NYUSEP JUGA BEGOOO!!🧠🤏.. YA ALLAH KENPA BL1NK GOBLOK MAKSIMAL SIH MANA TUKANG MALING PLATFORM BCD LAGI!! DAHLAAH GOBLOKNYA GK ADA LAWAN.😭🤏",2023-04-11 10:42:49+00:00
"goblok banget lupa kalau puasa, untung udh buka😭",2023-04-11 10:42:49+00:00
@strike_bravo_b Anarkis goblok,2023-04-11 10:42:37+00:00
"Gue pas bocil: dulu pas bunda sama papa masih muda dunia tuh hitam putih ya?? 

ANYINGGGGSGAGSHSGD GOBLOK BANGET GUE",2023-04-11 10:42:30+00:00
@18fesss lu yg sange lu yg marah goblok ah skip,2023-04-11 10:42:27+00:00
"kadang jahat, kadang goblok, kadang bagus, biar ga jelek2 amat dan masih ada engagements",2023-04-11 10:42:03+00:00
wes rasah kejeron. dadi goblok,2023-04-11 10:42:02+00:00
@issalilsecret @kompascom Goblok itu wibu modelan kek lu😂,2023-04-11 10:41:50+00:00
jgn tinggi2 nanti goblok,2023-04-11 10:41:34+00:00
@thvsg_ @Hasanhanif96 @goatamine lah emng knp? masalah sm fandom lo kah goblok???? ngerugiin fandom lo gaaa?,2023-04-11 10:41:27+00:00
@alvinrio_1501 @kompascom anon apaan goblok wkwk,2023-04-11 10:40:46+00:00
@VIVAcoid Org goblok 😅,2023-04-11 10:40:41+00:00
@dewsps ASLI KAK SY AUTOCAD UDH GOBLOK MAKIN GOBLOK 😭🙏🏻,2023-04-11 10:40:39+00:00
@pjmkukr @Yfans17_ @yungiveme @thvkthv7 @rahmdess27 Orang goblok emang gabisa mikir dia. Sok2an ngomongin bb,2023-04-11 10:40:21+00:00
"udah GOBLOK kaga tau diri juga anjingggg, kasian kakak lu minimal mikir lah jadi orang",2023-04-11 10:38:40+00:00
@solarisstellar lgian goblok kok di share ke public nyimpen foto dia wkwkw ya mnding gtu sih biar ketauan tpi goblok aja,2023-04-11 10:38:36+00:00
Ini mah bukan different opinion tapi goblok,2023-04-11 10:38:25+00:00
goblok banget asu,2023-04-11 10:38:24+00:00
"@kegblgnunfaedh Keren kah begini? 

Dasar goblok",2023-04-11 10:37:47+00:00
Wkwk goblok bgt,2023-04-11 10:37:40+00:00
"@Vr1_Gim Bahar tes DNA sama babi aja,
Pasti DNA nya ada persamaan.

Cuman orang goblok yg percaya mereka yg mengaku habib itu turunan Rasul.

Rasul tdk punya Anak laki , tapi sekarang kok banyak laki - laki turunan Yaman mengaku cucu Rasul.

Itu cuman akal -akalan mereka.",2023-04-11 10:37:37+00:00
"@iskandar45v @engket_mak @Panda000692111 @LagiBeTeAjj @YaqutCQoumas @MellisA_An jangan naif lah bang, masa orang lagi menjalani perawatan intensif, diminta untuk hadir d persidangan jadi saksi
kita tahulah abang benci sama bapaknya david dan mungkin semua orang yg dukung jokowi, tapi masa iya abang ikut²an goblok kaya diehardnya jokowi",2023-04-11 10:36:53+00:00
@smoulshit goblok ya pisang buah,2023-04-11 10:36:12+00:00
@zerendipityyyy @kegblgnunfaedh makin goblok makin d senangi 😌,2023-04-11 10:35:44+00:00
"Goblok emang, mana netizen yang ngomongin malah becandain si AG nya

Tolol tolol semua tolol.",2023-04-11 10:35:10+00:00
Maren2 pada berbondong2 ngedrag SJ lu pada. Sekarang giliran begini pada pake video sj buat masalah yang ga ada sangkut pautnya. Goblok,2023-04-11 10:35:04+00:00
@Junhi21 @idextratime basi goblok,2023-04-11 10:35:03+00:00
@The_RedsIndo udah gede masih goblok tri ini,2023-04-11 10:35:01+00:00
@klenderstein @msaid_didu @KemenBUMN Goblok luh org numpang popularitas dari uang negara itu namanya gak punya akhlak..,2023-04-11 10:34:44+00:00
@RPashautama @wairddCASEE @txtdarisisange Ngaca goblok bacot lu aja monoton sangking kehabisan kata-kata karena malu ketawan munafik ngejudge orang laen padahal otal sendiri rusak kebanyakan bokep. Emang dasar anak pelacur pinggir jalan pantes otaknya idiot 😂,2023-04-11 10:33:57+00:00
Goblok,2023-04-11 10:33:14+00:00
Haha tolol bikin puasa gua gak maksimal dasar manusia gatau di untung goblok ga ada otak,2023-04-11 10:32:52+00:00
@ninjaxpress_id Lu kenapa sih punya karyawan pada goblok goblok amat.paket lambat dikirim,2023-04-11 10:32:15+00:00
Aku kesel ngomong karo wong goblok. Maaf kasar 🙂,2023-04-11 10:32:12+00:00
"@xhakalacaboo @utdfocusid fans Arsenal yg muncul kok pada tolol dan goblok"" ya",2023-04-11 10:32:10+00:00
"@DoankWarto Pertanyaan goblok, matamu picek.
Sekarang negara lagi sekarat dikuasai dan diatur oleh para mafia dan koruptor? Jgn2 lu masuk dalam lingkaran itu, sehingga lu buat framing seolah2 pendakwak yg ingin menguasai Indonesia.
Atau klo boleh saran, lu periksakan diri ke psikiater deh",2023-04-11 10:31:35+00:00
"INDAHH GOBLOK LU NGAPA SII???
beli gorengan buat buka, malah gorengannya ketinggalan anjrot, yg gw ambil kembalian gw doang oalahasuu😭balik lgi dah gw malu bgt cok",2023-04-11 10:31:26+00:00
@infotwitwor_ goblok banget itu yg suruh jadi gay anjir,2023-04-11 10:31:19+00:00
"@EnasRonnie @giginpraginanto Halah preetttt,sok pinter luh,pdhl GOBLOK!!!! Kalo lu pinter mah udah jadi menteri bukan NGEBACOT di medsos doank!!!! 👎
https://t.co/sLHL3mAr0V",2023-04-11 10:30:57+00:00
barusan liat twit goblok,2023-04-11 10:30:44+00:00
"@sosmedkeras Goblok, org laen 5 kalitu solat
Ini malah ngentot.
Utekke ning silit",2023-04-11 10:30:04+00:00
@haithamsmilk @paimonfess Anying kenapa pakai akusisi. Goblok. Hahaha,2023-04-11 10:29:57+00:00
"@NegeriDagelanz @rdyardt Eh tolol, nah baca dong UU nya, sesuai UU harusnya yg memberantas teroris iya Densus 88 goblok, dasar kadrun gk punya otak 🤣🤣
Kenapa sampai sekarang masih TNI yg turun langsung?? Klo Lu punya otak drun harusnya lu paham cuma lu kan gk punya otak 🤣🤣🤣",2023-04-11 10:29:35+00:00
"Gara gara si goblok, seharusnya dr kemaren udah balik ke sukabumi😤",2023-04-11 10:29:07+00:00
"Pernah gak sih lu punya temen, saling Menasehati padahal sama² GOblok nya 😂😂🤣",2023-04-11 10:29:07+00:00
"@harubby13 Gak usah debat sma kpopies, mreka tu goblok. Mau dijelasin kya gmna pun gk bkal paham. Idolny aja gk bisa masuk top 10 sok""an ngatain jimin. Jimin disabotase sana sini army masih bisa bertahan. Mereka mana mampu.. Bacot doank gede,,",2023-04-11 10:28:42+00:00
"ibu ibu kaya gini emg goblok, panikan, playing victim, gamau disalahin, dan cupu",2023-04-11 10:28:40+00:00
"@AREAJULID 1. Peringatkan
Kalo ga dihiraukan
2. Teriakin goblok
3. Kalo selamat, biarin
4. Kalo ketabrak sempatkan untuk menepi, hampiri korban dan tertawa.",2023-04-11 10:28:23+00:00
"@democrazymedia Pertanyaannya sederhana.

Yg goblok siapa?
https://t.co/MVxUaHAi5p",2023-04-11 10:27:48+00:00
Anjing lah semoga orang2 yg low thinker di Indo berkurang. Ngapa goblok bgt sih asli,2023-04-11 10:27:18+00:00
"@sp_hermansyah @adi6_fachry Berijasah kayak sepur tpi goblok ngk bisa kerja plus KORUP mah unfaedah banget
Apa lagi berijasah oxfcroooot tapi menjadi gelandangan dan boneka mamarika kayak junjungan loe si yohanies anies sang pecatan menteri ya drun
Kasihan banget loe drun",2023-04-11 10:27:14+00:00
@detikcom Yg goblok siapa ya,2023-04-11 10:27:09+00:00
@CutSarina5 Goblok. Bilang aja mau rampok,2023-04-11 10:27:07+00:00
@Restty_cayah KADRUN geblek gk fitnah gk makan.pantas goblok,2023-04-11 10:25:13+00:00
"@Paltiwest kenapa pada ingin di dengar atas opini tai? akses pengadilan gak ada, akses penyidikan ga ada
jatuhnya malah fitnah, udah siapin aja materai pasti bisa damai kok
biasanya begitu, sok kuat sok pintar

aslinga

GOBLOK",2023-04-11 10:25:11+00:00
"ancen goblok mbak e, madang mbayar tur ngisin ngisini",2023-04-11 10:25:09+00:00
@UNSfess_ Goblok namanya klo masih mau balikan.,2023-04-11 10:25:07+00:00
Goblok banget lupa cabut charger ipad dari pagi sampai jam segini.,2023-04-11 10:24:46+00:00
@msaid_didu Org goblok kayak lu mn ngerti Du😁😁,2023-04-11 10:24:35+00:00
"tukang bengkel anjing, belom ganti oli dikata seker rusak suruh benerjn 700k. goblok.",2023-04-11 10:24:29+00:00
goblok gw lemes bgt https://t.co/CjuxBYniJn,2023-04-11 10:24:27+00:00
@Midjan_La_2 Awoakwoakwaokwoak goblok,2023-04-11 10:24:16+00:00
Ih goblok bgt ternyata kalo di qrt tuh bgitu yh si link ini anjink pisan,2023-04-11 10:23:40+00:00
@OposisiCerdas Yahhhh… modelan begini masih dikasih panggung ya Fix rakyatnya yang goblok!,2023-04-11 10:23:16+00:00
@votsssss_ Wkwkw mana ngegas tp goblok 😂 katanya kn gua yg jualan 🤣,2023-04-11 10:23:08+00:00
"@dimdim0783 Vidio editan aje sok yes lu nyet,tar kageb koar nangis,goblok kok dipiara😜😂😂",2023-04-11 10:22:54+00:00
goblok rasanya kaya obat WKWKWKWWKWKWKWKWKKWWKWKWKWKWKWKWKWKWK,2023-04-11 10:22:33+00:00
"@SEdielyn @livinpoin @bankmandiri Goblok lagi bulan puasa lu nipu orang, semoga hari lu sial terus. Naudzubillah. ISTIGHFAR LO SETAN",2023-04-11 10:22:04+00:00
"ohh jadi dimas yg salah, pantesan dia bilang diri sendiri goblok https://t.co/JQSEfJcr8Q",2023-04-11 10:21:58+00:00
dih goblok https://t.co/CymXn8kDpV,2023-04-11 10:21:44+00:00
goblok bgt mau ngirim tata cara solat malam lailatul qadar ke tmn gw yg islam knp malah ke kirim ke temen gw yg kristen 😭😭😭,2023-04-11 10:21:29+00:00
@iHugMyHoon tapi aku goblok,2023-04-11 10:21:13+00:00
"@AREAJULID Gapapa, kalo mati kan jadinya orang goblok di dunia ini berkurang  1 :)",2023-04-11 10:20:59+00:00
"“I am 🔽 if its matter to you”

Ya matter lah goblok.
Lo semisal udah ada perasaan, berakhir adu rantang / rebutan hair dryer emang mau?",2023-04-11 10:19:18+00:00
@kegblgnunfaedh Emg sih perokok itu klo ngeyel jd goblok. Tp anda lebih wooooowww. 🙃🙃,2023-04-11 10:18:00+00:00
@readingdongg @refeqr @tieipi Goblok,2023-04-11 10:17:41+00:00
@denarasa @byharutok Lo ngatain gue goblok :(,2023-04-11 10:17:15+00:00
@sosmedkeras goblok 😭😭,2023-04-11 10:16:36+00:00
Awal yg manis dengan akhir yg tragis saya pernah mengalami nya di tahun kemarin. betapa goblok nya saya mencitai seseorang terlalu sibuk membahagiakan orang lain sampai lupa membahagiakan diri sendiri,2023-04-11 10:16:18+00:00
Yeu goblok.,2023-04-11 10:16:01+00:00
@balao_tikus @idextratime Farr netral antara goblok atau sarkas,2023-04-11 10:15:17+00:00
"@andirvsm @WagimanDeep212_ @_mastito @DivHumas_Polri @Uki23 Lah GOBLOK!!!! Alhamdulillah pelakunya seorang Muslim,jadi gak menimbulkan FITNAH penganut agama lain,terutama kristen 🙄
https://t.co/1WCYzvPpN1",2023-04-11 10:15:03+00:00
@iamJackthe @Protestan_GL Sianjing goblok masih aja nyecret,2023-04-11 10:14:29+00:00
@tigor_tweet @DE__JAVU_ Makanya banyak baca biar lo enggak goblok drun..,2023-04-11 10:13:43+00:00
"Nikel dari Indonesia dibawa ke China, dan kemudian Tesla/investor bangun Pabrik di China. Secara bisnis Tesla ini wajar, kita saja yang goblok kok manut sama China!",2023-04-11 10:13:11+00:00
Sumpah w bnci bgt sm pegawai apotek yg gk ngerti sama obat. Kek lo ngga ngerti begituan ya gausah jadi pegawai apotek anj. Kalo salah ngasih obat yg kena org yg sakit yg beli obat di lu TOLOL. Main ambil aja obat sekarepmu ngga mikir tu obat fungsi sama after gejalanya apa goblok,2023-04-11 10:12:33+00:00
ga hipokrit anjing. ini mah lonya aja yg kelewat goblok gabisa pahamin konteks. istilah grooming itu buat MINOR yang otaknya belom fully developed makanya gabisa ngasih KONSEN. kalo cowo minor diperkosa ibu2 ya tetep grooming. hadeh,2023-04-11 10:11:53+00:00
Otak gue makin kesini makin goblok 😭😭,2023-04-11 10:11:43+00:00
"Gue ga tau harus ngapain juga sebener nya, karna dia udh bikin status sama orang lain, tapi ngapa jalan nya sama gue pe'a jdi ggg alias geer geer goblok",2023-04-11 10:10:46+00:00
@kegblgnunfaedh @dwevavtrnaa Klo kata gue sih goblok,2023-04-11 10:10:27+00:00
@tanyarlfes Pertanyaan goblok,2023-04-11 10:09:46+00:00
udah paling bener gausah buka hati hil masih aja ngeyel blok goblok,2023-04-11 10:09:02+00:00
@CjChanelindo @msaid_didu @KemenBUMN Goblok itu acara BUMN pake dana BUMN bkn dana pribadi ET itu knpa pake foto pribadi,2023-04-11 10:08:46+00:00
@tanyakanrl Gak suka ribet apa goblok aja lu? Dasar otak udang.,2023-04-11 10:08:32+00:00
lah anjir goblok bgt celebrity siapa,2023-04-11 10:08:16+00:00
Punya lambe kalo gk nyacat wong goblok iku gk enak...wes auto mode kyk kon kepinteren ae,2023-04-11 10:08:02+00:00
"@xstarsssx @yayapunyasaya @tanyakanrl Sampe lupa kalo ngomong sama orang goblok emang gabakal menang. Tinggalin aja udah kak, ntar ikutan goblok",2023-04-11 10:07:27+00:00
@Upil_Jaran2 Aku bakal bertahan walaupun dianggap goblok ro wong lio,2023-04-11 10:06:43+00:00
@snowangja yg goblok-goblokin suaminya bkn mean words? belum ngomongin the victim playing and gaslighting in the mf.,2023-04-11 10:06:36+00:00
"@HelmiFelis_ @KangHabieb @islah_bahrawi Tong kosong nyaring bunyinya.
Biar goblok tetap nganggap dirinya pintar.
Yah maklum mungkin dibayar nasi bungkus.",2023-04-11 10:06:28+00:00
"@UNSfess_ ada kok nder, emng mahasiswa aja yg goblok",2023-04-11 10:06:23+00:00
@shinzlonely @registaco Ini Bocah Goblok apa Bocah Goblok yg ga pernah main bola?,2023-04-11 10:05:57+00:00
@paracetaml600mg goblok,2023-04-11 10:05:35+00:00
"@rifqialdian____ @rogerdprasetyo @vyowiz Capek, goblok teriak goblok",2023-04-11 10:05:11+00:00
"@soberinterlust @sosmedkeras Yg gw paham tuh posisinya udh tau si cowo duda blm cere tp masi dilanjut ampe hamil, apalagi namanya kalo bukan goblok wkwk",2023-04-11 10:04:57+00:00
"gk mikir ap cok klo jenkar jg slah, goblok banget",2023-04-11 10:04:13+00:00
"@Aryprasetyo85 buka 359 dulu ono yg udah jelas ada nama² nya, goblok",2023-04-11 10:04:09+00:00
Goblok bgt sumpah,2023-04-11 10:04:02+00:00
@Miduk17 Goblok lu jon https://t.co/6Yn9hw7Gna,2023-04-11 10:03:41+00:00
Goblok!🙄,2023-04-11 10:03:29+00:00
@Gitasa725 Ap lgi klo beneran tambh goblok si,2023-04-11 10:03:28+00:00
trik membidik kursi di era regime dongo bin goblok lanjutan,2023-04-11 10:03:20+00:00
Dari dulu terlalu mikirin perasaan orang lain jadi ngerasa goblok sendiri😂,2023-04-11 10:03:18+00:00
"Gue tau sih goblok itu gratis tp coba otaknya sekali2 dipakai ya, idol lu bahkan gak mampu nyamain achievement idol gue 😔",2023-04-11 10:03:15+00:00
"@pn7l7h minta maaf goblok, susah bgt ya? apa salahnya si minta maaf buset",2023-04-11 10:03:12+00:00
"@18fesss Gabisa berkata², intinya kamu goblok bgt gada otak gapunya hati. Istri kamu juga mending sama laki laen yg ga kyk babi. https://t.co/qZ4lsIUpy7",2023-04-11 10:02:44+00:00
ya lo kerja keras lah goblok malu malu doang mah gak guna,2023-04-11 10:02:27+00:00
goblok dah😔,2023-04-11 10:02:24+00:00
"Yawla di komplen salah kirim barang wkwkw goblok bat gw hahah gue bahkan ga inget🤣🤣🤣😭🙏 

W pikir bener haha setelah gw pikir pikir baru sadar klo salah awokawok",2023-04-11 10:01:48+00:00
tim goblok,2023-04-11 10:01:45+00:00
Goblok !,2023-04-11 10:01:10+00:00
Apasih goblok 😭😭,2023-04-11 10:01:05+00:00
@BangEdiii Pentingnya pendidikan biar ga goblok jadi rakyat,2023-04-11 10:01:04+00:00
"Negara Subur
Tapi jadi Negara
Tukang kredit😁🤣😂
Hutang nya melimpah
Tanggungan generasi penerus nya

Kurang goblok apa lg..😁🤣🤣",2023-04-11 10:00:52+00:00
@MiyuriScarlet sama sih. sama sama goblok,2023-04-11 10:00:51+00:00
@KtbRizman @hasan_hasanto @MelesetDikit Kamu goblok,2023-04-11 09:58:58+00:00
"@februari2023 @CNNIndonesia Wkwkwk, daripada lu, nilai akademik gede tapi goblok.",2023-04-11 09:58:56+00:00
"“minimal bibir merah alami lah”
“apasih pick me lu goblok”
inang dhea vs nick belanda",2023-04-11 09:58:50+00:00
@MasterWing3 @hasan_hasanto @MelesetDikit Koen goblok kurang piknik,2023-04-11 09:58:39+00:00
"kegoblokan dan kebegoan itu nyata mencabik jiwa nasionalis.
Semestinya...
Cabut relnya dan batalkan proyeknya.

Namun apa daya... cuan sdh kepake makelar dan yg tandatangan.
rakyat goblok bego dikadalin Si Planga-Plongo bersama kroni koruptor radikalnya",2023-04-11 09:58:32+00:00
"@kdoyoungfie goblok part 2, malah ngelunjak dh lah minta",2023-04-11 09:57:53+00:00
@hasan_hasanto @MelesetDikit Kamu ancen goblok gak nutut otakmu,2023-04-11 09:57:07+00:00
"@garethlco @phenty_pen @telurbakarbunur @colaVINsky @tanyarlfes Orang goblok emang gitu bang, dikasih tau tapi nyari pernyataan lain 😂",2023-04-11 09:56:42+00:00
bilang aja goblok kok susah amat,2023-04-11 09:56:10+00:00
Emosi sama soel yg nge hate cinun.. goblok ah males,2023-04-11 09:56:10+00:00
@queenschoIar jan ngatain w goblok kalo sendirinya gt,2023-04-11 09:56:09+00:00
Termasuk lo GOBLOK!!,2023-04-11 09:56:08+00:00
@convomfs goblok,2023-04-11 09:56:00+00:00
@chartdata @BLACKPINK Itu keluar dari hot 100 tolol artinya urutan 104😭 goblok banget,2023-04-11 09:55:51+00:00
"dia tu goblok apa gmn anj, ngeselin bgt. mikir coba MIKIRR ANJGG",2023-04-11 09:55:43+00:00
"Sebaik apapun kamu hari ini , semenarik apapun kado yang kamu tawarkan.  Aku tidak akan pernah menerimanya karena aku tidak akan pernah lupa dengan semua kata  (Buta, tuli, goblok,lebay) yg selalu kamu ucapkan untukku. Temui aku di rasa sesalmu!",2023-04-11 09:54:58+00:00
goblok,2023-04-11 09:54:52+00:00
"mau aja lu digoblokin pake foto tangan begitu ati2 fetish tangan eh jgn ati2 deng enakin aja udh, gw dulu juga pernah goblok kek gitu 🤣",2023-04-11 09:54:51+00:00
Gila replynya WKWKWKWKWK smg pas lo ngidam lo gak digituin deh 🙏🙏🙏 lagi NGIDAM namanya ngidam goblok bgt dah... if my sister husband do this to my sister i will fucking kill him,2023-04-11 09:54:41+00:00
"Si hedon mulai terbawa setan. 
Baru dpt THR sengaja dihabiskan! 

Hedon bukan karena orang kaya. 
Melainkan miskin yang sifatnya seolah menjadi orang kaya! 

Mankanya goblok jangan dipelihara!",2023-04-11 09:54:19+00:00
"nih sekarang orangnya masih disini nih, janjian jam 4 dan aku baru bangun, aku nih mau marah tapi aku sendiri yang lagi GOBLOK",2023-04-11 09:53:48+00:00
@zulfikrizahir @SeputarMadrid @livescore Orang goblok pun tau bro.,2023-04-11 09:53:30+00:00
"@aliiibd Goblok anjir, sok bener banget ini fans pool bajingan",2023-04-11 09:53:25+00:00
"@txtdrkuliner Goblok banget ya, esensi makan steak ditumpuk buat apa? 
Itukan buat edukasi tingkat kematangan steak untuk rang orang",2023-04-11 09:52:50+00:00
@mazzini_gsp Anjay ternyata dia mantannya temen gw. Goblok si Iman 😂😂,2023-04-11 09:52:22+00:00
goblok bgt,2023-04-11 09:52:15+00:00
yang makin goblok makin banyak,2023-04-11 09:52:14+00:00
"@28Selviani @selenium1996 @yunartowijaya @RemigiusNikolas Rocky gerung aj profesor ngomong2 kasar kok, GOBLOK!!!",2023-04-11 09:52:01+00:00
@ldeennn GOBLOK SUNWOO ORG DEPOK LUCU BGT,2023-04-11 09:51:18+00:00
@everynnxxss Eluu yg GOBLOK,2023-04-11 09:49:57+00:00
"Alah goblok, lupa ss buat yg task itu 😭😭",2023-04-11 09:49:08+00:00
"@rtrcyclingsyst @omidaafif @Shaggy_Solo @Yorn22267385 @Imam_Wibowo Coba scroll ke atas yang ngatain lo goblok siapa? nah sekarang baru kegoblokan lo keliatan gobloknya (nih baru gue panggil lo goblok), karena ga bisa baca dari atas kalo gue ga manggil lo goblok. Kalo gitu lo jg ngapain argue tntg biking culture ke gue? emg gue yg manage? goblok",2023-04-11 09:49:03+00:00
"Haha lucu, tapi gua yg goblok
Thx for being my support system selama 7 bulan ini. Ily n thank you kak https://t.co/B4L6XskbzD",2023-04-11 09:48:35+00:00
"Valid, soalmya gue dari dulu ga dapetin kasih sayang org sekitar, jd pasangan jd rumah klo gue capek, tp bodohnya gue di sakitin mulu gara2 goblok klo udah sayang sama orang. Sekian",2023-04-11 09:48:33+00:00
@jnkarchv how about jisoo GOBLOK???? MALU MALUIN,2023-04-11 09:48:08+00:00
goblok GOBLOK,2023-04-11 09:47:55+00:00
"@AdhiStanza @CFC_Jak @CNNIndonesia Goblok amat loe, yang salah orang yang disalahkan agama, atheis apa kejawen??",2023-04-11 09:47:48+00:00
"@hellofrxmyxng17 Ngakak nih orang kok tiba2 gaje, keliatan tambah goblok",2023-04-11 09:47:15+00:00
@prostitushe @nectarded Cewe goblok biarin aja,2023-04-11 09:47:00+00:00
"@tanyakanrl goblok bgt drama anjg mending ngomong lgsg sana, gasemua manusia mau baca drama ini",2023-04-11 09:46:58+00:00
Banyak komen goblok yg nyalahin dokternya anjir. Cape bgt gw bacanya😑,2023-04-11 09:46:47+00:00
"@The_RedsIndo Goblok emang, udah paling bener ngeblok ini akun. Becanda kek bocil",2023-04-11 09:46:26+00:00
"@Miduk17 Yang sudah banyak bukti mah noh, jungjungan loh si @basuki_btp kasus sumber waras. Loh diam bae goblok",2023-04-11 09:45:45+00:00
@tanyarlfes U juga cwe goblok nerima aja najis,2023-04-11 09:45:26+00:00
@Miduk17 Goblok lu jon,2023-04-11 09:45:01+00:00
GOBLOK BANGET INI ESSAY 🤣🤣🤣🤣🤣🤣🤣🤣 PEN NGAKAK TAPI LAGI DI PUBLIK,2023-04-11 09:44:47+00:00
"@d_i_m_a_s_a_p @utdfocusid SARA tuh salah satunya ada agama juga, jadi rasis sama agama gak ada yang ""gapapa"". Goblok amat",2023-04-11 09:44:34+00:00
@LadPsycho Libertarian AnCap goblok seperti biasa. Suka goblok goblokin Commie ama Socialis tapi gak nyadar minum ludah sendiri.,2023-04-11 09:44:30+00:00
DASAR GOBLOK HALODEK GOBLOK,2023-04-11 09:44:06+00:00
"@mowglindo @Relawananies Jangan katakan kadrun penjilat yohanies anies gobloklah bro sb klo ngk goblok ya bukan kadrun namanya hahaaaaaaaa

Sungguh sungguh otaknya kadrun penjilat imigran yaman yohanies anies ini posisinya diluar kepala banget sih hahaaaaa",2023-04-11 09:43:37+00:00
@kegblgnunfaedh ibu ibunya goblok kagak sabaran,2023-04-11 09:43:11+00:00
@kangboejang goblok skli,2023-04-11 09:42:31+00:00
@MisakiMario @tanyarlfes goblok,2023-04-11 09:42:10+00:00
gausah lo deketin gue tp pake kalimat “aku ngerasa ga pantes” tp ujung ujung nya lo ngilang jg. to the point klo emg dari awal lo gamau atuh anjing sia teh mikir goblok da gratis typing jujur mah,2023-04-11 09:41:28+00:00
@tanyarlfes Berlebihan sih wkwkwk banyak begal yg beneran ngebunuh malah ga serius ditangkep,2023-04-11 09:40:44+00:00
"Keluarga macam apa ini.. mohon maaf user papa, sebelum anda ngatai baginda Pincen goblok, mending anda ngaca dulu",2023-04-11 09:40:30+00:00
"@CatsieMeong @darmalikSe Yg ribut siapa, rezim lu salahin. Goblok",2023-04-11 09:40:05+00:00
Kenapa di cerita horor tuh orang2nya pada goblok bngt ya anjjgg,2023-04-11 09:40:03+00:00
@tanyakanrl goblok,2023-04-11 09:39:48+00:00
