Tweets,Date
@tanyarlfes cowo brengsek tt mulu dipikirin. Biasanya yg ky gini mokondo. Kata gw mah tinggalin aja nder,2023-04-11 03:52:37+00:00
kangen teh yg super bajingan nan brengsek ini:(( https://t.co/9qmkLfswOq,2023-04-11 03:49:28+00:00
BRENGSEK HARUS BANGET PAKE BAHASA SANGSEKERTA,2023-04-11 03:46:12+00:00
@kelelalay Brengsek 🤣,2023-04-11 03:45:49+00:00
brengsek gw nangjs,2023-04-11 03:44:08+00:00
anjeng ni cowo mesum brengsek ngapa ga lu aja yg mati dicaplok monster,2023-04-11 03:38:48+00:00
"Nasib tlong stop temuin orang brengsek sama orang tulus
Konteks : abis scroll tiktok DAN ANGST BANGET ANJIRRR",2023-04-11 03:38:47+00:00
@xrwzn arzan brengsek😡🤬😠😤......tapi kalo bisa arzan merried nya sama zera ajaaaaa😍😘😃😻🥺🥺😩,2023-04-11 03:37:19+00:00
dasarannya brengsek mau gmn lagi tai wkwkwk,2023-04-11 03:36:27+00:00
"Bosen dichat trus sm dia, bosen ditanyain mulu kek diintrogasi, dia kaku, dia ga peka, dia bkan tipe gweh, dan kita cuman hts an. Pengen ini berakhir. Brengsek bgt ga si gweh??!!!",2023-04-11 03:33:10+00:00
@tanyarlfes Sok ganteng banget lo jelek. Udah jelek brengsek lagi,2023-04-11 03:32:51+00:00
@tanyakanrl Mana ga ada spionnya lagi. Hadeh dasar ibu ibu brengsek,2023-04-11 03:24:20+00:00
"tadi gue sempet mikir, 'wah si dandy brengsek juga anak orang lu manipulasiin kayak gimana tot sampe 5 kali gitu'.",2023-04-11 03:24:11+00:00
@EntrustedYoimiy FURRY AJG ENYAH LU BRENGSEK.,2023-04-11 03:24:08+00:00
@levorph Brengsek wkwkkwkwkwk... DIEM GAKK 😭😭,2023-04-11 03:21:52+00:00
@rizkydyanp RDP itu lebih brengsek lagi,2023-04-11 03:21:46+00:00
Brengsek,2023-04-11 03:21:45+00:00
gue bnr bnr trust issue grgr orgil brengsek,2023-04-11 03:20:24+00:00
Katanya inisial R brengsek,2023-04-11 03:18:42+00:00
gue nangis brengsek,2023-04-11 03:18:29+00:00
@K0NT0LU lu udh gua bikinin jj ya brengsek ga gua up ni,2023-04-11 03:15:28+00:00
"@18fesss Bawa ras laki² susah buat nahan nahan, gak gak gak itu kau doang ya anjing, aneh aneh aja brengsek gausah nyangkutin kalo laki² kocak https://t.co/aWMAkB7yZi",2023-04-11 03:13:51+00:00
Nggak jelas banget masa bisa sih ada makhluk sekecil ini najis lucu banget brengsek pengen gue kantongin di kemeja dah hhhh it should be illegal to be this smol,2023-04-11 03:10:31+00:00
Sedang merasa hidup seperti manusia brengsek dan penuh rasa dendam,2023-04-11 03:02:51+00:00
BRENGSEK,2023-04-11 02:56:21+00:00
"@tanyarlfes kok lo bisa kalem balesnya? gw punya cowo mnt bgtu udh gw maki, gw telpon klo jd lo, gw kata²in brengsek blablabla, putus sekalian.",2023-04-11 02:55:26+00:00
"brengsek, tugas ga kelar kelar padahal tiap malem juga begadang ngerjain",2023-04-11 02:54:12+00:00
"Brengsek banyak bgt yg ke unfoll, jelek bgt twt",2023-04-11 02:53:20+00:00
@convomfs brengsek 🥹,2023-04-11 02:53:12+00:00
"Eh brengsek gua chat cs nya jne lewat web udh nunggu lama pas gua lagi ngetik malah di putus chat nya bangsattt, dikira ngetik cuma sedetik dua detik apaaa?!!",2023-04-11 02:51:22+00:00
brengsek aku dulu pas kecil mikir gini 😞😞😞,2023-04-11 02:50:37+00:00
brisk bgt brengsek,2023-04-11 02:49:18+00:00
"gamau di cap brengsek, tp brengsek nya diumbar2 hadeh dsr lelaki",2023-04-11 02:47:29+00:00
brengsek,2023-04-11 02:47:06+00:00
"@rendangsmuggler salah, yang bener tuh semua orang brengsek sama aja",2023-04-11 02:45:54+00:00
HAHAHAH BRENGSEK MAU MANGGIL SIAPA YG KEUCAP SIAPA 🙂,2023-04-11 02:44:56+00:00
@jelenairy @xiaotingting BRENGSEK,2023-04-11 02:43:05+00:00
brengsek emang,2023-04-11 02:42:33+00:00
@jae_407 @AerisuKim @NCTsmtown ya udh ignore ya brengsek. ga gini juga udh banyak yang hate even his own company hates him. yang harusnya lo pertanyakan kenapa bisa orang lain dipost sedangkan yuta enggak tolol,2023-04-11 02:41:44+00:00
"@tanyakanrl Itu cewek mu aja yg brengsek nderr, putus aja. Biar lu dapet yg lebih baik daripada si bajingan itu.",2023-04-11 02:41:41+00:00
"@convomfs brengsek w november jga, jgn black campaign kmuu 😡",2023-04-11 02:41:15+00:00
"@Q_kwenthrith @tanyakanrl Of course terdapat 1 komen yg tetep menyalahkan cowoknya. COBA DIBALIK. apakah tetep mendapatkan respon yg sama? Saya ragu. 

""Ya itu mah cowoknya aja yg brengsek betul kek taik"" ucap kaum rahim anget yg tolol pembela ke sesama gender saja",2023-04-11 02:41:06+00:00
"@gesangnurh Iyaaa biasanya sih gitu, jangan lupa kasih note kak. Kalau cowo brengsek kebanyakan dia itu manipulatif. Jadi kalau ketemu cowo manipulatif triger aja. Mending cari yang baik2 aja.",2023-04-11 02:40:32+00:00
"@gyozaruby Rawan banget sih emang.
Selama ini ada client yg melakukan pelecehan ga mba?
Lalu screening clientnya juga gimna ya biar ga dapet yg brengsek begitu, kan ngeri ya buat talentnya.",2023-04-11 02:35:25+00:00
inisial cwok yg menurut luhk brengsek,2023-04-11 02:33:48+00:00
@gesangnurh Dan cowok brengsek itu menyedihkan 😏,2023-04-11 02:29:33+00:00
brengsek.,2023-04-11 02:29:09+00:00
@Jnnidy agak brengsek,2023-04-11 02:27:23+00:00
@convomf brengsek bgt,2023-04-11 02:26:10+00:00
"Itu keterluan brengsek. Bukan filter lagi, KORUPSI",2023-04-11 02:26:01+00:00
@queseraswera banyak ngajarin yg baikbaik juga wok kadang w nya aja yg masi brengsek wkwkwkwk,2023-04-11 02:19:57+00:00
"anjg ni cewe apa setan, kok kelakuannya melebihi kata brengsek",2023-04-11 02:19:12+00:00
"@tanyakanrl Aku ga bisa ungkapkan dg kata2 betapa aku bersyukur dilahirkan jadi ank Ayahku, beliau Ayah sempurna bagiku. Jika tdk krn didikannya aku tdk akan jadi wanita baik2 meski mgkin sking lugunya aku, aku prnh dipermainkan pria brengsek, ayahku sll minta maaf pdku krn terlalu prosesif-",2023-04-11 02:17:15+00:00
"Selamat pagi, jangan lupa cowo brengsek jadi prioritas , nanti kalo di sakitin tinggal tweet, ""semua cowo sama aja"" https://t.co/BCcghTlm1q",2023-04-11 02:16:52+00:00
"@gakding @Malafucktaka @mohmanama @paketjnt @haloreks diem w ngakag ajahahah udah mana al bisa terbang punya sayap, bau lahar juga brengsek gading😭😭😭",2023-04-11 02:16:25+00:00
"@radarantariksa Lo brengsek, tpi anehnya gw malah suka🙂",2023-04-11 02:11:12+00:00
@azhailokal brengsek 😭,2023-04-11 02:09:30+00:00
@Arangputih3 @tanyarlfes brengsek,2023-04-11 02:02:46+00:00
@HENZ22927664 @fielthebapet Brengsek wkwkkw,2023-04-11 02:01:29+00:00
@whalien_14 @kdrama_menfess HAH ADA SCENE BEGITU?? IH JANGAN BRENGSEK,2023-04-11 02:00:40+00:00
@diarydailyfeli BRENGSEK GUE NGETAWAIN INI JUGA,2023-04-11 01:52:14+00:00
brengsek beneran https://t.co/rElBDT9pkr,2023-04-11 01:51:41+00:00
"@Otaku_Anime_Ind Cewe nyari yg terbaik, cowo kalo selingkuh baru brengsek, Inget teman teman",2023-04-11 01:51:40+00:00
TAPI TOLOL BANGET ITU MANUSIA  BRENGSEK https://t.co/I1Tgtf8xuW,2023-04-11 01:50:41+00:00
@dokomolin oh ya ampun tragis juga ya tapi deserve sih dia udah keliatan jadi kusogaki dari awal aku kira cuma yg brengsek umum gitu loh nganggep remeh org lain eh malah adiknya di embat juga 💀,2023-04-11 01:46:11+00:00
“cod brengsek” AHAHAHAHHAHA LUCU BGT SIAL,2023-04-11 01:43:11+00:00
@purprainnn brengsek di luar jaringan 😭😭😭,2023-04-11 01:39:53+00:00
"@cpmilktea @lumpenproletarr @xannytocin @tanyarlfes Gua sebagai cowo ga sudi kalo keluarga gua jadi konten yg dinikmati cowo2 brengsek, jadi gua juga ga suka ma konten2 macam itu.. Masih mau bantah konten semacam itu ga melecehkan kaum cewe sendiri..",2023-04-11 01:38:59+00:00
KENAPA BARU MUNCUL BRENGSEK,2023-04-11 01:38:56+00:00
"IH BRENGSEK, IFKALGOOA G TAU LAH KMPRET, LANGSUNG PACARAN AJA YUK DRI PADA KITA GA ADA STATUS GINI",2023-04-11 01:37:44+00:00
"@tanyarlfes tergantung pergaulan, ya kalo lu dapet cowo redflag bau brengsek gini berarti emg lingkungan sekitar lu orang""nya kaga bener",2023-04-11 01:35:32+00:00
Udh tau emg brengsek tapi msh gua ksh kesempatan,2023-04-11 01:35:03+00:00
"@islah_bahrawi Maaf gus kalau saya sih anggap konsep Tuhan itu sebagai prpduk dari kebudayaan manusia untuk menjelaskan fenomena alam yang tidak dapat dimengerti pada zamannnya.
Yaa mirip MLM deh.
Tiap kebudayaan punya konsepnya pembenaran sendiri2.
Yg celaka manusia brengsek yg melintir2.",2023-04-11 01:30:44+00:00
@gesangnurh Mantan gue yg brengsek dia minta uang sama gue eh malah buat keluar sama selingkuhannya anjirr.,2023-04-11 01:28:34+00:00
@18fesss Woi .. Engga semua cowo begitu tolong ya matanya dibuka lagi lebih lebar. Aku kenal banyak cowo dan ga semuanya brengsek walaupun dari 10 cuma ada 2 yang beneran baik.,2023-04-11 01:27:13+00:00
"ini ada si brengsek, ada si brengsek 2, ada kakaknya si brengsek, EVEN twitter gue ini alesan mereka nyerang gue🙂 bnr bnr ky di sinetron2",2023-04-11 01:24:49+00:00
"Mbanya beneran baik, dan masnya kelewat brengsek. Kenapa ya cowo kalo dikasi pasangan baik pwol gini suka gatau diri, malah ngelunjak lagi wkwkwkwkkwkwk",2023-04-11 01:20:17+00:00
Brengsek wkwkwkwkwkwk,2023-04-11 01:20:06+00:00
@18fesss Brengsek,2023-04-11 01:19:18+00:00
@leaarchv memang brengsek 😭,2023-04-11 01:19:00+00:00
"@tanyarlfes tinggalin nder, cwok bgtu brengsek",2023-04-11 01:17:48+00:00
@tanyarlfes cepuin lah. lu mau jadi cewe brengsek,2023-04-11 01:16:35+00:00
"Gebetan udh 3 bulan lebih, pergi ketika masuk ormawa, KONTOL.

Deket sama ketua Divisinya sendiri anjingggg

Alesanya Karena gua brengsek pas gua Tanya ketemen""nya dan gua Tanya langsung brengseknya kenapa malah pada bilang gak tau.

Emang aja lu anjing!!!",2023-04-11 01:10:30+00:00
@crimsunknight DILUC MEMANG BRENGSEK,2023-04-11 01:06:19+00:00
y mksudna yang brengsek brengsek azza,2023-04-11 01:02:26+00:00
@jxiboba brengsek,2023-04-11 01:00:53+00:00
Yg bucin aja bisa jadi brengsek apalagi yg m.....o haha aku bingung,2023-04-11 00:59:37+00:00
"Woi brengsek,sampah @FCBarcelona 

Xavi Out titik !!!",2023-04-11 00:57:34+00:00
@taehyung_misser brengsek,2023-04-11 00:54:43+00:00
@FunnyVideosID brengsek😭😭,2023-04-11 00:52:46+00:00
"ya pernah, sumpah anjing ntu lawak banget alasan begitu dah, dipikir gua gabisa jadi manusia brengsek dan bangsat? bisa anjing kalau lu mau mah, lu pikir gua manusia innocent? lawak.",2023-04-11 00:51:25+00:00
@unmagnetism @Zkurniawan_ brengsek 😂,2023-04-11 00:46:57+00:00
brengsek tapi ini gak kuat ketawa banget🤣🤣,2023-04-11 00:40:19+00:00
Bgst lo gi brengsek,2023-04-11 00:32:17+00:00
"OALAH ANJING NGESELIN BANGET FAKKK, BRENGSEK EMANG, UDAHLAH GUE DUKUNG KINAN AMA JANU AJA",2023-04-11 00:32:13+00:00
"BERUNTUNG BANGET LO BILANG GITU BANG, NI SENDER KAN JADI TAU KALO LO NAJISSS BRENGSEK BGT DAN SUKA BODY SHAMING,, putusin nder, u deserve better.. tu cowo keknya kebanyakan makan jeroan tikus jadi gitu tuh kalo ngetik war wer war wer",2023-04-11 00:31:27+00:00
ANGIN APAAN KAGA BISA BRENGSEK😭😭😭,2023-04-11 00:26:08+00:00
"@FiersaBesari Brengsek bgt emng beneran, pagi pagi di tipu",2023-04-11 00:24:49+00:00
"ga nyesel"" amat, orang yang brengsek dia
gua ada niatan jahat aja gajadi gua lakuin karna ga tega.. jadi biarin aja semua hukum alam yang ngebales",2023-04-11 00:22:47+00:00
@akubbycarat @tanyakanrl makanya brengsek bgt. :),2023-04-11 00:18:53+00:00
@Paltiwest Ternyata brengsek semua,2023-04-11 00:15:48+00:00
"@haniyatimor27 dan masalah doyan atau engga ya, ya..emg apa salah nya nyimpulin gt?
Gue ngga melihat itu as a crime sih. Yaudah. Orang mau sama mau.

Tapi yg brengsek adalah nge fitnah orang memperkosa, dan ngerencanain pemukulan.",2023-04-11 00:15:16+00:00
@OposisiCerdas Pelayanan VIRUS COMUTERnya BRENGSEK,2023-04-10 23:59:38+00:00
Kalau dipikir-pikir si Vegas brengsek jg dia bawa Pete biar jadi hiburan ngewe pas disuruh sembunyi 🤔🤔🤔,2023-04-10 23:58:41+00:00
@tanyarlfes cowo cowo ngabers brengsek,2023-04-10 23:58:18+00:00
"@PartaiSocmed BRANGKAAAAATS !!!

APAPUN, DEMI RAKYAT, KALO BENER YA BILANG BENER, KALO BRENGSEK YA BILANG APA ADANYA, KALO BUKAN KITA YANG TERPELAJAR YANG BELA, SIAPA LAGI ???

NB : SIAPAPUN REZIMNYA, SIAPAPUN PENGUASANYA",2023-04-10 23:56:54+00:00
@gesangnurh Masalahnya cowok brengsek punya skill membuat ceweknya merasa si cowok ini so sweet banget (bahasanya bereffort). Sementara cowok baik biasanya terlalu polos untuk itu. That's why cewek biasanya jatuh cintanya sama cowok brengsek,2023-04-10 23:52:47+00:00
"brengsek. sama kayak kasus selingkuhnya sophia latjuba dulu, but i grew to like her. tp keduanya cukup apik lah dalam pekerjaan mereka,,, jatohnya susah dibenci",2023-04-10 23:52:25+00:00
brengsek diare😅,2023-04-10 23:50:34+00:00
"Next harus lebih hati2, kl ketemunya bajingan mulu itu bukan takdir, itu kamunya aja yang bodoh gampang percaya, gausah nyalahin orang lain yg brengsek. Nyari jodoh di sosmed atau dating app itu boleh aja gak salah kq. Jodoh rahasia Allah, kita gak tau kapan, dimana, siapa orgnya",2023-04-10 23:48:13+00:00
"@tanyarlfes Cewe2 kaya lo ini yg bisa bikin masa depan anak2 di rumah tangga orang lain jd burem krn mslh selingkuh itu gak selesai 1 - 2 thn. Perselingkuhan selamanya akan membayangi. Cowoknya brengsek, tp lo nya kegatelan. Tau dia udh ada bini yg lagi melahirkan malah lo ladenin.",2023-04-10 23:41:03+00:00
brengsek,2023-04-10 23:39:20+00:00
Dahlah emg brengsek ajg,2023-04-10 23:38:34+00:00
LUCU BGT BRENGSEK BOLEH LU BEGITU HAH,2023-04-10 23:38:11+00:00
brengsek mah brengsek aja anjir gabakal bisa berubah. lagian kitanya juga yang tolol malah kegocek lagi.,2023-04-10 23:34:22+00:00
"@nosurprisesss_ iyasi cakep, tp yg kmrn brengsek bu",2023-04-10 23:31:18+00:00
"@gesangnurh Slesai si brengsek mendapatkan apa yang dia inginkan,si brengsek pergi dan mencari target lain,menjelajah kesana kemari tipu2 siA tipu2 siB",2023-04-10 23:29:16+00:00
ternyata semua nya ga sekola... BRENGSEK https://t.co/Gc3YxNyLMg,2023-04-10 23:28:52+00:00
Brengsek disuruh milih mulu antara dua ini,2023-04-10 23:24:33+00:00
brengsek bgt 😭,2023-04-10 23:23:25+00:00
@alpokatmentega brengsek menolak rilet tolong delete 🤣🔫,2023-04-10 23:23:05+00:00
"@gxgprd Aku 3 bulan lalu. Haha. Bukan cuma di dump tp di tuduh sasimo juga.

Makanya aku balas dendam dengan cara ningkatin physical value ku, bkn mau bkin dia regret ninggalin aku, tp aku mau jd lebih baik dr dia in physical aspect buat nunjukkin jadi good-looking tuh ga perlu brengsek.",2023-04-10 23:20:53+00:00
lah lu kan emg brengsek??? gmn ceritanya??????,2023-04-10 23:20:38+00:00
gua emang brengsek sih. https://t.co/LO6BQW7uj8,2023-04-10 23:17:38+00:00
Ada ya cowok se brengsek itu,2023-04-10 23:17:14+00:00
"@tricahy60978315 @gukguk_woof @pemkabekasi @DivHumas_Polri @txtdrberseragam @txtdrimedia @txtdrbekasi @tanyarlfes tengah malam menuju jateng, toll saat itu sepi, saya pelan didepannya.
Siap tubruk²an walau ketahuan siapa yg lebih remuk.
Tapi ciut nyali si brengsek itu.",2023-04-10 23:13:11+00:00
SUMPAH JACK LO BRENGSEK BGT FAK,2023-04-10 23:08:30+00:00
"AKI lo kakak yang ""PALING"" brengsek.",2023-04-10 23:03:09+00:00
"brengsek nih tadi lampu merah, baru ijo banget udah merah lagi aja",2023-04-10 22:59:07+00:00
brengsek gue belum belajar pkwu,2023-04-10 22:59:03+00:00
Orang brengsek sialan,2023-04-10 22:53:25+00:00
"@gesangnurh Apakah dia bisa dikatakan cowok brengsek ya, disaat gw ngejar balik eh ternyata di cuekin, terus ninggalin gw",2023-04-10 22:48:58+00:00
"@0monack @tanyarlfes Bener bgt mba, gw kalo ngelarang cewe deket sama temn cowok nya ga pake dalil"" agama. Cukup bilang ""Pikiran cowo tu brengsek semua""",2023-04-10 22:38:11+00:00
hadeh brengsek akun gue kena limit lagi,2023-04-10 22:36:43+00:00
emang kelakuan penyidik KPK macam apa yg mereka tanpa hak lalu nyebarin ke luar? kok anda ga komen pelanggaran etik ini justru memakai hasil pelanggaran etik buat secara politis nyerang firli. firli emang brengsek tp rekaman ini jg bukti yg anda bela ga kalah bajingan,2023-04-10 22:32:29+00:00
"OALAH ANJING NGESELIN BANGET FAKKK, BRENGSEK EMANG, UDAHLAH GUE DUKUNG KINAN AMA JANU AJA",2023-04-10 22:32:05+00:00
cowo sekali brengsek selamanya ttp brengsek,2023-04-10 22:28:22+00:00
"@Cihua2mu Yahh siapa sihh yg gk mau wkwkwk 
Aplgi punya smua itu 🤣
Biar brengsek gmnapun yaa tetep aja kwwk",2023-04-10 22:24:36+00:00
@_tiiitiii Hahaha. Siapa yang nyangka banyak calo lebih brengsek untuk tiket tanggal 2 Kak,2023-04-10 22:20:42+00:00
"Punya tetangga brengsek banget, udh dia yg salah, dia yg marah2. 
Kasian ajik ma ibuk 😞",2023-04-10 22:15:31+00:00
Awowkiwkwowkok Elon Musk brengsek 😂😂😂,2023-04-10 22:14:35+00:00
jauhin aku dr orang-orang brengsek yaallah,2023-04-10 22:12:42+00:00
"Muales bgt, muter2 di case yg sama. Jadi kudu ngomong sampe mulut berbusa jg teteup aja ancen brengsek. https://t.co/XImaIURzHJ",2023-04-10 22:10:45+00:00
inisial R emg rata rata brengsek 😌,2023-04-10 22:09:07+00:00
"@barcastuff_idn Tiap interview setelah pertandingan, pasti dia ngomong kurang efektifitas mulu,tapi ga pernah dirubah2. Udah cuma main di laliga doang, main gitu2 doang sampai sekarang brengsek. Ubah la pola latihan atau apa kek, latih kombinasi2. Ini malah tiap latihan rondo2 doang gua liat 🗿",2023-04-10 22:04:37+00:00
"@moviemenfes Leo sih.
tiap film yang doi mainin, kek apaa yaaa vibes nya beda².
di satu film dia bisa jadi orang baik, di film lain dia bisa jadi orang brengsek, dan dia sukses meranin semua karakter itu dengan rapi. 
jadi ga ""lengket"" di satu film.",2023-04-10 22:01:57+00:00
Punya teman brengsek semua untung aku tidak goyah wkwkwkwkwk,2023-04-10 22:00:57+00:00
"@awnyaii Sumpah gue nangis bgt kak , ke inget nyokap tiba² nanya gimna kalo cerai ,gue kek nangong dulu,iya gue tau mereka sering berantem but ga ekspet bakal sampe cerai ,ya mungkin bokap gue udh kelewat brengsek ny ,tpi gue masih pengen punya keluarga untuh ,tpi kek egois bgt gitu :(",2023-04-10 22:00:31+00:00
"@kelinciau Mereka sama"" salah kok.. ais juga salah.. kenapa mau tidur bareng ais kalau nggk mau? Nunggu ara apaan sambil tidur dan buat harapan sama jharna, kelian sama"" brengsek.. nggk ada yg perlu dibela",2023-04-10 21:59:54+00:00
wkwk gue kena tipu brengsek,2023-04-10 21:55:06+00:00
gue ancurin dunia kalo ketemu cowo brengsek lagi,2023-04-10 21:52:20+00:00
cowok brengsek beneran ada,2023-04-10 21:51:32+00:00
@convomf brengsek masi pagi udah lewat menfess tolol kayagini,2023-04-10 21:48:48+00:00
Brengsek,2023-04-10 21:47:31+00:00
@tanyarlfes Kenapa cewek luluhnya sama cowok brengsek yak,2023-04-10 21:47:10+00:00
bangeettt brengsek,2023-04-10 21:45:30+00:00
"@sbyfess Aku gak akan tahu rasanya loyal sama diri sendiri, lebih pintar bagi waktu, dekat sm keluarga, sasitot  dan gak tahu ternyata kamu beneran brengsek. 🥲",2023-04-10 21:45:29+00:00
"tau gk rasanya! pernah suka sama org lama trus serasa semesta lagi ngasih kesempatan buat deket lagi.
tapi kamu tau kalo org itu brengsek nyet!!!",2023-04-10 21:41:07+00:00
"@azizal_17 @18fesss Value masalah finansial menurut gue itu bonus. Kalo orgnya brengsek tp duit banyak di mata gue gak ada value nya. Dan org yg hanya liat value seseorg hanya dari pekerjaan/uangnya aja gak dewasa menurut gue, mau cewe/cowo",2023-04-10 21:35:28+00:00
@cctvidiots brengsek,2023-04-10 21:34:17+00:00
Pm brengsek,2023-04-10 21:33:59+00:00
"lagi scrol sg dibuat kaget sama sg temen gw yg ngespill kelakuan brengsek suaminya selingkuh sama cwek lain, mana udah zina pula. gila gilaaaa shock bangeeet 😩",2023-04-10 21:33:38+00:00
@luvciaaa @tanyarlfes brengsek wkwkkwkw,2023-04-10 21:31:31+00:00
aki brengsek,2023-04-10 21:29:55+00:00
hahhah lucu bangett brengsek,2023-04-10 21:28:36+00:00
minggu ini seperti lebih terseok2 dari minggu lalu. fuck pindahan anjg knp gak juni aja brengsek jd pindah 2x kl bgini,2023-04-10 21:28:10+00:00
"@pakarinfoAI @Paltiwest Bedain pemerkosaan dan sex dgn consent. Brengsek emg, tp bukan kejahatan. Dan bukan salah cowonya jg, toh cewenya jg goyang🤣",2023-04-10 21:26:44+00:00
wah brengsek,2023-04-10 21:26:25+00:00
BRENGSEK YA YG UDA NUDUH HAIDAR ANJIRLAH NANGIS BGTTT,2023-04-10 21:24:26+00:00
@ruhutsitompul Muncul lagi si poltak brengsek,2023-04-10 21:19:04+00:00
"Memang meskipun menjadi seorang lelaki, tidak menjamin kamu bisa menjadi seorang suami atau menjadi bahkan ayah. Kalau kamu ketemu cowo brengsek terus, mungkin yg harus diperbaiki filter utk memilihnya.",2023-04-10 21:18:19+00:00
"Walaupun pacar aku brengsek tapi dari awal selalu ngerasa bersyukur aja punya dia, apapun yg doi aku lakuin selalu bikin aku bangga hehe. Kadang heran knp bisa sesayang ini bahkan nulis ini aja rasanya mau nangis kesenengan.",2023-04-10 21:12:52+00:00
"buset tbtb dpt notif dari gfoto, gue buka dong… duarr SSan di sana beneran nampar, eh anjir sumpah ye gmn carany ga nyesel udh jadi baik sm org brengsek:) 

ini mah real nandur pari tukule suket teki",2023-04-10 21:09:53+00:00
"@pedakmadar ️️
 ️️
 ️️

Sebuah kata 'brother' yang diserukan membuatnya sedikit tertegun, ternyata desas-desus itu benar adanya. Si brengsek Benjamin sudah menambah koleksinya lagi, kali ini untuk apa?

 ️️
 ️️
 ️️",2023-04-10 21:09:26+00:00
ah males dah brengsek gini,2023-04-10 21:03:47+00:00
"@tanyakanrl Bapaklu brengsek, ibu lu ga belain",2023-04-10 21:03:43+00:00
@sbyfess Kenapa suka nyakitin perasaan yang tulus &amp; malah ngepertahanin mereka yg brengsek?,2023-04-10 21:01:44+00:00
NGANTUK BGT BRENGSEK,2023-04-10 21:00:00+00:00
cwo baik mn bole sm cwe brengsek🙃,2023-04-10 20:56:21+00:00
@baesuzix @tanyakanrl BRENGSEK IYA LAGIIII,2023-04-10 20:55:45+00:00
@Kazuchigaa BRENGSEK LUCU BGT WKWKWKKWK,2023-04-10 20:55:08+00:00
Ini kenapa ya gw ketemu nya spek cowo  brengsek mulu😖,2023-04-10 20:51:02+00:00
lu aja ngerusak idupnya eden brengsek,2023-04-10 20:50:21+00:00
brengsek serem bgt,2023-04-10 20:49:20+00:00
"knp di saat gue lagi main² tuhan ngasih cowok yang tulus, knp giliran lagi serius dpt modelan yng brengsek kn cem tai",2023-04-10 20:48:28+00:00
"padahal baca manga nya udh tamat, tapi pengen nonton aja karena grafik nya dewa alias keren bgt brengsek https://t.co/9zFp0JBILb",2023-04-10 20:46:16+00:00
@moonareas idih cowo brengsek,2023-04-10 20:44:17+00:00
"gue ga sebaik itu buat balik lg setelah dia udh masukin 3 org atau lebih ajg brengsek sedangkan gue blm masuk sm siapa2. bkn pastor yg bs maafin dosa org maap, kecuali gue lg sange nah itu baru. intinya krn sange sange sange, bukan krn mau balikan ajg",2023-04-10 20:34:51+00:00
"Mudah mudahan kalah, kepeleset, banyak cidera, Xavi dipecat! Sampah
Ini Tim brengsek, bukan Barca.",2023-04-10 20:31:15+00:00
"@tanyakanrl Cowok emang gitu, brengsek semua",2023-04-10 20:30:40+00:00
"Org umur 20th pacaran sama anak umur 15th aja udah aneh, ternyata bocil manipulatif dan ngabers brengsek",2023-04-10 20:26:39+00:00
"@doodiesooth kak halo maaf dan permisi tapi kamu TEGA??!!""+$(#! REYGAN BRENGSEK GITU KENAPA GA DIKASIH KARMA DULU SEBELUM ENDD 😭😭, mau part 2 pls :((",2023-04-10 20:25:47+00:00
semua cowo brengsek di mata aku kecuali jay https://t.co/ZS61p9YsIh,2023-04-10 20:23:34+00:00
"@tanyakanrl Cowok brengsek, semudah itu permainin hati seseorang",2023-04-10 20:22:32+00:00
bukan ditolak tapi ditinggal padahal blum jadian😭 katanya aku terlalu baik buat dia yg brengsek pls gmn ya😔 yaudah gpp km memang ga deserve buat aku😔,2023-04-10 20:07:35+00:00
DUUUUUUH brengsek lah jantung gw,2023-04-10 20:07:12+00:00
@convomf i love u too sayangku paling ganteng paling baik paling brengsek😚,2023-04-10 20:06:12+00:00
WKWKWK BRENGSEK GUA KETAWA😭😭😭😭😭😭😭😭,2023-04-10 20:00:05+00:00
BRENGSEK LU BRENGSEK BANGET. BANGSAT,2023-04-10 19:55:44+00:00
"Cbkist tuh gak akan nyerang kalo lo ga ada salah. Sadar diri lah goblok! Lo dah rasis ke Baek lo ngetik seolah jijik sama Baek. 
Dasar cewek brengsek sok gak punya salah sok paling tersakiti sok di stalking. Dramatis kali hidup kau. Fuck",2023-04-10 19:55:30+00:00
@perfecltyfine kenapa setelah what if mahen brengsek aku jd suka what if yg ini yah 😃,2023-04-10 19:55:06+00:00
@tanyakanrl twitter kenapa isinya spill² an cowo brengsek semua sih anjir,2023-04-10 19:54:57+00:00
@gesangnurh Gimana caranya mengindari yang brengsek gini?,2023-04-10 19:53:48+00:00
@18fesss Gila kontol enak bat anjink lo ..ngntotin gue mulu brengsek.. udh gtu doank,2023-04-10 19:52:37+00:00
@18fesss Dasar bajingan brengsek!!!!!!!!!!!!!!,2023-04-10 19:49:47+00:00
"@tanyakanrl ""hmm maaf ya kalo aku brengsek"" dihhhhhh najis",2023-04-10 19:49:40+00:00
mending jadi cowo brengsek atau bajingan?,2023-04-10 19:47:01+00:00
@harussarapan @gebbsssss @jenayspace brengsek ya 2 org ini @pajripaji,2023-04-10 19:33:16+00:00
brengsek beneran dikabulin tapi ga 6 versi juga 😭😭 mana gaada yang group ver. huhu sedih,2023-04-10 19:30:28+00:00
