Tweet,Username,Datetime
"@Migran_TV_7777 Israel itu tdk punya negara, tanah pun nyaplok Palestina, dia punya bendera karena jasa PBB, jadi dia tdk bs mempresentasikan negaranya untuk ikut Piala Dunia. Tidak ada klub sepakbola swasta yg mewakili suatu negara ikut Piala Dunia U20.",Donny1Kurnia,2023-03-31 12:55:08+00:00
"@Adi_8002 @PKSejahtera @aniesbaswedan Gw yakin klo pildun u20 jd di gelar di Indonesia akan ada demo berjilid jilid membela fatwa MUI menolak timnas Israel , Dan siapa pendemo itu bukan rahasia lg 😁",Supri_Sinto,2023-03-31 12:52:27+00:00
"@elkrova @PDI_Perjuangan -Penolakan kehadiran Timnas Israel di pildun U20 bukan kehedak politik.

Yg lain bilang Salah!
-karena politik itu tujuan, maka tolak kehadiran TimNas Israel.
.
Kalau U70 ngeles U20.
Wong tuo durhaka..!",Sigromilir01,2023-03-31 12:50:47+00:00
"Sehari setelah pencabutan Indonesia sebagai host pildun U20, kejadian ini terjadi. Seakan alam ngasih tunjuk kelakuan asli dari manusia2 Israel ini dan juga standar ganda FIFA.",caknorriz,2023-03-31 12:50:30+00:00
"Kalau piala dunia U20 dulu tetap berlangsung,bisa saja israel itu main disini tetapi timnas kita dilarang bermain berhadapan dengan israel demi dukungan kita kepada Palestina?",dnx09z,2023-03-31 12:46:37+00:00
"LHA LHA LHA Bener juga w bilang dampak dari kanjuruhan dll, karna kalo dipikir2 dr kanjuruhan aja nunjukin ketidak siapan stadion serta sarpras buat wc u20. Makanya ditutupin pake isu israel. Plus inget ga kata GP sama WK itu bilang ""sesuai arahan"" di artikel baru2 ini 👀",ICuntTwoGel,2023-03-31 12:45:43+00:00
Ingat fifa sedang bersandiwara mengalihkan isu dunia.seharusnya israel yang harus di keluarkan dari wordcup u20,Agus19601598,2023-03-31 12:45:23+00:00
"@niszzq @maulanahloh @FaktaSepakbola @FIFAcom Israel tetap main di Pildun U20. Indonesia yg gigit jari karena membela Palestin. Jadi apa untungnya bagi Indonesia? Loe tau berapa perkiraan kerugian akibat batalnya pildun U20?
https://t.co/n6VYbChlWP",PakThanos27,2023-03-31 12:44:54+00:00
"@Anang870 @Moektito Terlalu fokus membela Palestina sampe lupa memperjuangkan Kanjuruhan. Kalo kmrn pejabat2 semua pada bersuara soal Kanjuruhan asli gua respect bgt daripada mereka menyuarakan penolakan Israel bikin batal pildun U20, mending menyuarakan Kanjuruhan yg pasti pildun ga akan batal😅",BagasKa16376671,2023-03-31 12:44:18+00:00
@Dennysiregar7 sejak july ..israel lolos u20...pemerintah dah galau ... lanjut rusuh..batal dipisuhi .....,FeriantoT,2023-03-31 12:42:42+00:00
@KakekHalal Ambisi banget jd Presiden sampe menolak Timnas Israel U20 demi Carmuk ke Bu Mega.,meitag1,2023-03-31 12:40:27+00:00
"@nusantara_one kewkwwkk anjing israel pada kejang2..udah jelas penyeb batalnya krn gak becusnya rezim ngelola sepak boa indon yg mnyebakan ratusan jiwa melayang pd tragedi kajuruhan, shngga FIFA gak mau ambil resiko dgn jatuhnya korban jk dr negara2 peserta jk u20 dilaksanakan di indon",alin_raihani,2023-03-31 12:40:18+00:00
"@MarahIchsan Maksudnya, berjuang minta agar pildun U20 tetep di Indonesia tapi tanpa Israel.. gitu ya..😏",Gogon63598501,2023-03-31 12:39:00+00:00
"@Jogja_Menyapa Baru dengar informasi bahwa Timnas U20 Israel dicoret dr U20 World Cup. Akibat mereka melaksanakan penyerangan di salah satu stadion....
Jadiiii...para pendukung Israel gimana komentar nya.... 😁",aqua_gak,2023-03-31 12:35:03+00:00
"@detikcom Mari kita jgn saling menyalahkan gara gara gagal jdi tuan rumah pd u20 
Sesungguhnya tindakan FIFA itu memalukan.. Hanya masalah Israel. 
Indonesia jauh lbih terhormat bila gagal jdi tuan rmh pd u20",UsmanSaya5,2023-03-31 12:33:43+00:00
"@KompasTV Indonesia dianggap dengan kondisi saat ini tidak kondusif sebagai tuan rumah, otomatis kepesertaan kesebelasan U20 batal. Israel berhak ikut U20 karena mereka lolos kualifikasi.",BenHacq,2023-03-31 12:32:05+00:00
"@M4TT4_ Tdak ada hubungan masalh Kanjuruan dgn PD U20. Sangt Jelas alasan dicabutnya Indonesia jadi Tuan rumah adalh ""Masalah Terkini"" yg artinya Msalh penolakn Timnas Israel.  masalh keamanan. FIFA takut akn terjadi lagi kasus seprti kanjuruan..",surya63622372,2023-03-31 12:31:00+00:00
"@panca66 Kan ada tulisan ""current situation"" ya masa FIFA bodoh ga mengamati situasi sekarang dimana banyak penolakan timnas Israel main di pildun u20 di Indonesia",endermanhits99,2023-03-31 12:30:44+00:00
@KakekHalal Satu hal yg mungkin tidak disadari Ganjar @ganjarpranowo  Ketika dia menolak Israel bertanding Pildun U20 di Indonesia. Dia telah membuka front dgn @jokowi sekaligus massa pendukung Beliau. Krn event Pildun U20 ini slh satu impian Presiden Jokowi.,Indonesiaguyub,2023-03-31 12:27:29+00:00
"ERICK TOHIR: ALASAN yg membuat FIFA batalkan Indonesia sbg Tuan rumah, krn intervensi Pemerintah (daerah).
2 gubernur dr @PDI_Perjuangan
Tolak kedatangan Timnas Israel diwilayahnya pd PILDUN U20.
@DesIndraL1
@ArayaMusa @dehadaud @ediedot108 @ganjarpranowo @wayankoster2014 https://t.co/bDt393Jnn9",cagubnyinyir2,2023-03-31 12:20:33+00:00
"Kita tunggu apakah FIFA berani larang U20 Israel main di piala dunia?

https://t.co/rmsKV8cVKu",kabulslipi,2023-03-31 12:19:01+00:00
Yang jd pertanyaan knp hanya 2? Provinsi lain sptnya diam atau menunggu dr Pemerintah Pusat mengenai keikut sertaan Israel dlm Piala Dunia U20 ini. Jujur ini pertanyaan buat saya pribadi knp? Dan untuk Partai tdk semua menolak kehadiran Israel atau mmg menunggu waktu yg tepatu,moan1974,2023-03-31 12:11:14+00:00
Tim Israel krn secara Politis Indonesia tdk mempunya hub diplomatis dfn Israel dan jg mengenai Palestina. Jika diperhatikan ada bbrp Provinsi yg menjadi tempat Piala Dunia U20 ini akan tetapi yg heboh hanya 2 yaitu Gubernur Bali dan Jateng dan (ketepatan) satu partai,moan1974,2023-03-31 12:11:13+00:00
"Untung Pertandingan Sepakbola Pilala Dunia U20 batal di Indonesia.
Lihat, Betapa Barbarnya Orang Israel.",abu_waras,2023-03-31 12:09:04+00:00
@ekowboy2 Dia menolak Israel sebagai penjajah ...bukan piala dunia U20,lokalbos,2023-03-31 12:05:40+00:00
"@ekowboy2 Sippp mari tengelamkan PKS dan PDI yang bikin Pildun U20 gagal di Indonesia, Ayo pilih Ganjar yang jelas-jelas menegakkan konstitusi dengan menolak Timnas Israel datang ke Indonesia. Mumet ora...?",mbahrie,2023-03-31 12:01:24+00:00
"Te komen soal pildun u20 batal, soalna teapal alesan sebenerna naon, fifa nyebut ""kondisi saat ini"" masih multitafsir, bisa wae etateh garagara stadion na emg can siap dan bisa oge karna penolakan israel",isalpetrucci,2023-03-31 11:58:50+00:00
"@VIVAcoid Berita sesaat, alasan fifa batalin pildun u20 itu gara"" polemik dalam negeri (penolakan tim israel) dan kata"" kanjuruhan di surat pembatalan itu maksudnya fifa dukung indonesia setelah terjadinya tragedi kanjuruhan untuk sepak bola kita bangkit",prastayo_16,2023-03-31 11:58:44+00:00
"@monohaze_ @idextratime Iya seharusnya sejak Israel lolos Piala Dunia U20, pemerintah dan PSSI harus ambil tindakan padahal udah ada aturannya juga.",danzega18,2023-03-31 11:57:58+00:00
"Sungguh ironi bumi pertiwi. Pondasi bangsanya terlalu mudah digoyah. Bukan hanya karena beda pandangan politik, Perdebatan antar Agama, Hingga permasalahan suku/Ras, Bahkan dengan Sepak bola saja, Rakyatnya bisa terpecah belah. 

#U20 #FIFA #indonesia #Palestina #israel",leon_enray,2023-03-31 11:52:32+00:00
"Ohh jd FIFA membatalkan U20 itu krn insfrastruktur dan keamanan yg dibuat PSSI tdk lolos uji standar dr FIFA. Jd bkn karena kedatangan timnas Israel, mungkin itu jg tp itu bkn faktor utamanya.

Buat nutupin kekurangan drambol si ET, diback up sm Pion nya si GP dkk~🤣😂",mawardinurullah,2023-03-31 11:52:05+00:00
"kata gue mah mau timnas israel ikut apa enggak di pildun u20, gak bakalan ngurangin dukungan kita terhadap palestina, olahraga mah olahraga, gak ada kaitannya sama perselisihan israel palestina, makanya pak jangan asal ngomong, dibatalin kan jadinya 😐",jazmiennah,2023-03-31 11:51:42+00:00
"@idextratime Sudah biasaa, btw fansnya israel banyak loh di indo, pengen nonton timnas u20 nya maen bwakakakka untung gak jadi",iman_manul,2023-03-31 11:51:11+00:00
"Jadi tidak usah banyak drama dan tidak usah saling menyalahkan.

Kita harus kompak untuk isu israel supaya tidak dibilang bangsa yg plin plan. 

Bravo Indonesia
Bravo Timnas
Bravo PSSI
Bravo Politikus Yg Menolak Israel
💪💪💪
🇲🇨🇲🇨🇲🇨 #U20 #TimnasIndonesia #SepakBolaIndonesia #Fifa https://t.co/aVYh0O0t1y",penegak_kultum,2023-03-31 11:48:59+00:00
Yang sudah pasti @PSSI akan dikucilkan dari dunia sepakbola Internasional‼ Akibat dari penolakan Tim Israel di Piala Dunia U20 yang dilakukan oleh Mas @ganjarpranowo I Wayan Koster Kader Partai @PDI_Perjuangan dan Sekjen PDIP @66Hasto,G0P4NK_G0P4NG_7,2023-03-31 11:48:43+00:00
"""Lapor pak anak Bapak si Israel tolong dikeluarin dr Piala Dunia U20,Amien"".",dhedhote1978,2023-03-31 11:47:10+00:00
"FIFA pakai standar ganda dan bela mati2 an israel. Di saat yg lain mereka “banned” timnas rusia saat piala dunia 2022.

Prinsip negara indonesia harus diatas segala2nya. Founding fathers kita sejak dulu menolak israel.

#U20 #TimnasIndonesia #SepakBolaIndonesia #Fifa https://t.co/PkXi8PTyzc",suarakeadilan88,2023-03-31 11:46:31+00:00
@FaktaSepakbola @FIFAcom Kalo diterima laga u20 Israel ntar pas mau tanding ngibarin bendera + lagu kebangsaan. indo   dianggap gak konsisten.,GomuDesign,2023-03-31 11:43:55+00:00
"@martellonolle11 @PakkatDayak Poinnya bukan dukung timnas israel, tp BANYAK ORANG MENGINGINKAN INDONESIA SEBAGAI TUAN RUMAH EVENT PIALA DUNIA U20.

Di sisi lain, dukungan suporter sbg penggerak semangat para pemain timnas Indonesia bisa secara lgsg di lapangan.",HeNdiBur,2023-03-31 11:43:42+00:00
"@IMCMushroom Dibatalkanya Indonesia jadi tuan Rumah Piala Dunia U20, tidak ada hubunganya dengan penolakan Team Israel, oleh masyarakat Indonesia, tapi lebih Karena FIFA khawatir dengan Faktor keamanan merujuk pada Tragedi Kanjuruhan dengan Hasil infestigasi Yang tidak ADIL ...",DjajuliD,2023-03-31 11:42:55+00:00
"JAHATNYA @PDI_Perjuangan
2 gubernur yang wilayahnya akan menjadi ajang PILDUN U20 menolak kedatangan Timnas Israel karena arahan partainya

Skenario yang sukses untuk membuat FIFA membatalkan Indonesia sebagai Tuan rumah https://t.co/iDOe71epqr",Tita83079013,2023-03-31 11:39:59+00:00
@bokasa21 Siapa yg nyalahin Palestina? Israelpun gk gw salahin. Cm org² aneh di negeri sendiri yg gw salahin. Ribuuutt Israel mulu sampai akhirnya U20 dibatalkan lalu ngeles ktnya gara² kanjuruhan. Otak mana otak?,bernardtan2014,2023-03-31 11:39:34+00:00
PDIP menolak team sepak bolah Israel tampil di kompetisi U20 yg tadinya direncanaka diadakan di Indonesia. Akibat penolakan tsb. FIFA batalkan Indonesia jadi tusn rmh kompetisi U20..ingat tgl mainnya ya?,Bernhar51648182,2023-03-31 11:37:09+00:00
"@AH_SiregarXIX Sok2an pildun tapi infrastruktur gak siap padahal baru level U20, lolos pun karena give away sebagai host. Dibatalin marah, mau nyalahin kadrun karena isu Israel, tapi apa daya ternyata PDIP yg bukan kadrun malah ikut2an bikin kacau wkwkwkwk kusut....",Moonlig83874166,2023-03-31 11:36:14+00:00
"@ch_chotimah2 Sudah sepakat 6 GUB menandatangani pagelaran Pildun U20 termasuk Ganjar &amp; Koster kok udah mau hari nolak.. Israel main di indonesia 
He he he... Jadi ...",bumnbersatu,2023-03-31 11:35:48+00:00
"Cebong nyalahkan kadrun karna Indonesia gagal jd tuan rumah pildun U20. 
Kadrun nyalah cebong ganjar, padahal yg didukung cebong dan kadrun sama sama menolak Tim Israel 😂😂",Call_Nixon,2023-03-31 11:35:26+00:00
"@nusantara_one Sy juga mau muntah, sesedarhana itu msh hrs diajarin. Antara mnjadi host pildun u20 dgn penolakan skuad israel itu beda banget. Mnjadi host adl suatu kebanggaan bangsa tp menerima negara penjarah sungguh nista. Amanat UUD 45, adalah karakter bangsa, prinsip yg tdk bs dilacurkan.",MuslikhMohamad,2023-03-31 11:32:00+00:00
Maka pantas dan layak tim U20 Israel ditolak juga.... https://t.co/zWJKcH0GEa,Bramtea17,2023-03-31 11:30:25+00:00
"@Suher_Jf @fantasista_id Masih dalam satu konteks bang? Beritanya perihatin sih, tapi bikin di thread baru deh kayaknya. Israel u20 nya juga masih bakal tetep main di pildun.",aldo_209297351,2023-03-31 11:29:14+00:00
"@K7_m0en @ganjarpranowo Liburan dulu gih pak GP, coba ke Jerusalem, tanya salah satu  yahudi warga negara Israel disana apakah mereka merasa dendam dengan sikap anda atas penolakan team U20 Israel, saya yakin  jawabnya ""I don't care"" mereka adabnya lebih tinggi",JulesmanM,2023-03-31 11:27:54+00:00
@kembarankyu t. ganjar pramono fifa u20 piala dunia pdip israel tolak israel,haloacaa,2023-03-31 11:26:04+00:00
"@dhemit_is_back @FaktaSepakbola @FIFAcom Typical keyboard warrior, ngedukung PilDun U20 = ngedukung Israel ?? Logika darimana itu. Yang dibela itu kesempatan anak bangsa menjajal tim2 dunia ..",wawan83726,2023-03-31 11:24:11+00:00
"@jokowi Cinta ditolak, dukun bertindak.  Israel ditolak, Fifa melabrak.  Memang enak sdh dihadiahi  Helatan Dunia Gratis U20 langsung ditarik lagi?   Ini adalah Imbas dari Manuver politik PDIP yang selalu rakus ingin berkuasa  sehingga menghalalkan berbagai cara. Dan ujungny rakyat susah",Rullysyah,2023-03-31 11:24:10+00:00
"@efenerr 1. israel lolos piala dunia sesuai dasar sportifitas, kalau menolak artinya menolak sportifitas, dunia olah raga dibangun atas prinsip-prinsip sportifitas, sudah tepat kalau FIFA membatalkan piala dunia U20. (fatal)
2. pelanggaran komitmen kepala daerah sbg host city (fatal)",sastrotingkir,2023-03-31 11:23:27+00:00
"@dhemit_is_back @FaktaSepakbola @FIFAcom Kita habis menolak tetep mereka represif ke warga palestina. Ya mengapa harus ditolak? Apakah ada perbedaan? Yang rugi negara kita bro. Dann inget, menerima tim sepakbola u20 israel bukan berarti mendukung israel dalam menjajah palestina. Inget tu.",ridwanlzd,2023-03-31 11:22:27+00:00
"@idextratime Emg yg yg nolak kemarin tuh rata-rata ngga paham soal bola ,yg paling kocak pas debat di tv one..
Salah satu narsum bilang kenapa pildun u20 ini pake ngundang israel segala",john47870476,2023-03-31 11:21:01+00:00
"@razdirafihg @FaktaSepakbola @BFahrul66 @FIFAcom Siapa membela dongok?? Gw malah setuju pildun U20 batal!! Klo pssi perlu dibanned 15 tahun, biar nyahok!!! Urusan ama israel no 2, biar keliatan gmn standar gandanya fifa dan pemerintah indo, paham manusia bebal?? Nyampe diotak dangkal lo🤣🤣",oposan007,2023-03-31 11:19:58+00:00
"Ia pikir Israel yang akan di coret #FIFA dari piala dunia U20. Terus dapat simpati. Nggak taunya nganu 
#pialaduniau20 
#PSSI 
#SESALKEMUDIAN",solehdjayim,2023-03-31 11:12:45+00:00
"@Box2BoxBola Ini judul fotonya yg pas ~&gt; ""Rakyat israel protes ke fifa krn coret Indonesia sbg host piala dunia u20""",pasukan_jingga,2023-03-31 11:10:35+00:00
"@detikcom Loh kok sekarang konstitusi yg disangkut pautkan...barusan GP dan PDIP menyayangkan gagalnya Pildun U20, tapi menolak sebelumnya...event2 besar sudah pernah dilakukan dng keikut sertaan Israel...kok mumet ndhas mu yo...?",Srinthiel,2023-03-31 11:06:24+00:00
@bwinarso99 Preet waktu DPR menggelar konferensi parlemen sedunia IPU di Bali ada tuh delegasi Israel berkibar tuh bendera Israel kenapa saat PSSI hajatan pildun U20 kalian teriak2 tolak Israel Cen Jiancook Ndobol Mimpi anak Bangsa kalian koyak koyak 😛,ArdoGoenawan,2023-03-31 11:04:47+00:00
"@ainurohman Bayangkan  doa pak wayan terkabul, israel di hapus oleh fifa di wordlcup u20",Avicenna__13,2023-03-31 11:02:46+00:00
"@CNNIndonesia Menolak Israel itu cuma basa basi ..

@FIFAcom tidak konsisten dalam membuat keputusan 
1. Tragedi Kanjuruhan tapi FIFA U20 WC tetap lanjut 
2. Israel ditolak malah jadi alasan remove host U20 WC 

Emang badut!!",setyadi27,2023-03-31 11:01:15+00:00
"@ebe_ganzo @aniesbaswedan Se7 dukung terus smpi pilres 2024, stlh @ganjarpranowo blunder Krn menolak tim Israel bermain di_Indonesia, yg seharusnya kesempatan emas Indonesia jdi tuan rumah PD U20 2023",PetrusBaco,2023-03-31 10:58:04+00:00
"Pandangan FX Rudy ""Gibran Belum Tahu Konstitusi Menolak Timnas Israel"" Terbaca Menyeramkan. 
Analisa @Evello12 Menggunakan Pendekatan Psychology AI 

Sikap Walikota Solo, Gibran Rakabuming tak menolak kehadiran timnas Israel di Piala Dunia U20 Indonesia mendatangkan tanda tanya… https://t.co/4OaYmkR4O3",bengkeldodo,2023-03-31 10:58:02+00:00
"@KompasTV Ha ha ha, jadi PDIP bawa aspirasi siapa ? Pendukungnya malah setuju Israel bermain di piala dunia u20 di Indonesia....🤣🤣🤣",JOHNLAPOD4,2023-03-31 10:56:49+00:00
"Ketika Israel dan Palestina bisa bermain di U20 . INDONESIA yg membela Palestina mati2an  malah dicoret sbg penyelenggara dan mungkin tidak bisa ikut ajang U20 
Sebetulnya kita hrs bersedih atau tertawa lucu",AdrianusHarson1,2023-03-31 10:55:23+00:00
"Pandangan FX Rudy bahwa @gibran_tweet
Belum Tahu Konstitusi Menolak Timnas Israel Terbaca Menyeramkan. 

Analisis @Evello12 Menggunakan Pendekatan Psychology AI 

Sikap Walikota Solo, Gibran Rakabuming tak menolak kehadiran timnas Israel di Piala Dunia U20 Indonesia mendatangkan… https://t.co/9UPSut1Xxc",Evello12,2023-03-31 10:55:14+00:00
"@FaktaSepakbola @FIFAcom Tujuannya untuk keluarkan timnas Israel dari fifa world cap u20 atau pengen federasi bola Israel di benet dari fifa??? Atau karena t sakit hati indo batal jadi tuan rumah?woyy  Ingat kanjuruhan bahkan lebih parah, anak tetangga di nomor 1 anak sendiri diterlantarkan #ganjarout",kenzbilly_,2023-03-31 10:53:41+00:00
"Kalau benar2 karena penolakan thdp tim kesebelasan Israel kenapa musti pergi me lobby ke Swiss. Cukup tdk ikut karena ada tim Israel ikut dalam FIFA U20. Kan tegas penyataannya, bukan pergi ngemis2 supaya FIFA mengadakan di Indonesia?",Ronnie_Rusli,2023-03-31 10:51:29+00:00
"Pandangan FX Rudy ""Gibran Belum Tahu Konstitusi Menolak Timnas Israel"" Terbaca Menyeramkan. 
Analisa @Evello12 Menggunakan Pendekatan Psychology AI 

Sikap Walikota Solo, Gibran Rakabuming tak menolak kehadiran timnas Israel di Piala Dunia U20 Indonesia mendatangkan tanda tanya… https://t.co/LQ6lHRrMlV",DudyRudianto,2023-03-31 10:48:39+00:00
"@ekowboy2 Anda mendukung timnas Israel bermain Pildun U20 di Indonesia?

Jawab ya ...",SlndrYp,2023-03-31 10:46:34+00:00
@kafiradikalis Yang bikin2 meme israel palestin dan ngangkat2 isu itu seolah semuanya krn sentimen israel kmrn krn ga terima u20 dibatalin kira2 malu ga yaa??,twentyfirstof3,2023-03-31 10:44:24+00:00
"@ekowboy2 Lu, knp tdk konsisten bro. Kemarin dukung penolakan tim israel datang ke indonesia, skrg malah menyalahkan Ganjar Pranowo atas kegagalan Pildun U20. Hidup lu jgn dipakai utk sebar2 fitnah bro. Khawatir lu nanti masuk tahanan lagi. Kambuh lagi bengek lu. 🤣🤣🤣",SaRamadhan,2023-03-31 10:44:19+00:00
"@CNNIndonesia Berita berseliweran,klo benar Israel tdk bersedia bermain di pildun U20 di Indonesia krn faktor keamanan bagi mereka,ini kesempatan melobby kembali agr pildun U20 bs main di Indonesia,rakyat pengen teu aja kikmano penampilan Garuda U20 hasil give away yg bersaing dgn negara lain",Budionotaslim3,2023-03-31 10:44:09+00:00
"@nusantara_one Partai2 yg menolak Tim u20 Israel dan menyatakan menyesalkan dan sedih krn piala dunia u20 batal, adalah munafik dan pengecut ! Terlalu banyak drama politik, sepak bola pun di politisasi...aneh memang !",JOHNLAPOD4,2023-03-31 10:43:49+00:00
"@ekowboy2 Dengan bobroknya nama ganjar karena pildun u20.
Saya yakin anak muda dan pecinta bola yg jumblahnya sampai puluhan juta akan beralih memilih anies menjadi presiden hamas untuk melawan israel..

Sangat cocok arab berjuang demi bangsa arab yg di tindas..😂😂",Roykarokaro2,2023-03-31 10:42:54+00:00
"Jangan campurkan sepakbola dengan Politik hallo,FIFA, Rusia U20 dicoret kualifikasi krna invasi ke ukraina apakah berlaku dengan israel, tentu tidak ada bersama badut2 pengurus FIFA mengguankan aturan ganda 😆😆",GeloraKendari,2023-03-31 10:40:26+00:00
@tjhinfar @PDI_Perjuangan Semoga israel juara piala dunia U20,PsRudi1,2023-03-31 10:38:27+00:00
"@RendiHermawan1_ @CNNIndonesia ini aturan FIFA boss. 
kalau indonesia tolak israel ikut pildun U20, yaa pilih negara lain tpi peluang emas bgi sepak bola indonesia gelaapppp. 
FIFA lebih baik kehilangan tuan rumah dripd kehilangan member  :v",hmfnng,2023-03-31 10:36:21+00:00
"@firmaninside @Miduk17 tau gak sih mas, timnas kita bs main di PD U20 hanya krn kt sbg host, bonus tuan rumah, bukan krn hasil berkompetisi di babak kualifikasi.
Beda dgn Israel yg lolos di babak kualifikasi",KiongTheKing1,2023-03-31 10:33:57+00:00
"@MarahIchsan Lempar lemparan tanggung jawab kegagalan U20 yg konsejwen trans paran beresiko hanya PDIP walau resikonya dihujad elektoralnya sementara turun, solusi dah diberikan antisipasi dah lama bahkan info kemungkinan ketidak selamat time Israel yang bisa mencoreng indonesia lebih parah",G336387,2023-03-31 10:30:27+00:00
@FaktaSepakbola @FIFAcom Itulah kenapa Indonesia tidak ingin israel ikut piala dunia U20 Nanti mkin batu kelakuannya,AbuRizieq290485,2023-03-31 10:30:15+00:00
"@kompascom Berjuang untuk Palestina??? Tpi ga ada ngaruh nya buktinya israel ttp main bola di piala dunia u20 dan Palestina ttp dijajah, sedangkan Indonesia batal main di piala dunia u20 🤣🤣🤣🤣🤣    

Berjuang???? Wkkwkkwkwkkwkkwk",Hari_shevchenko,2023-03-31 10:23:57+00:00
Ternyata batalnya U20 Karena kasus KANJURUHAN Belum tuntas. FIFA tidak persoalkan atas penolakan timnas ISRAEL. Mereka goreng merusak PKS dan menyalahkan masyarakat yang anti Israel tapi mereka menyembunyikan kasus besar. Rakyat NKRI kena Prank...😀😀😀😀😀😀 https://t.co/443dlPfVKJ,RuniRuni12,2023-03-31 10:23:47+00:00
"@sandipatria5 @Ahmadsarifuddi8 @idextratime ada yang pro israel terhadap ""kekerasan"" nya kah??? ada bukti nya broo??? perasaan kemaren cuma memperjuangkan tuan rumah pildun u20 aja deh",Jamesudin_,2023-03-31 10:20:37+00:00
"Kok ya ada jurnalis yang udah mendunia, bikin buku. Tapi percaya batalnya Indonesia jadi tuan rumah Piala Dunia U20 karena pernyatan penolakan Israel. Dan misuh-misuh pula soal kenapa israel ditolak.",obrolantentang,2023-03-31 10:17:51+00:00
"@sawcake @FaktaSepakbola @FIFAcom waduh sejauh yang saya baca kayanya ga ada yg membela ""kekerasan"" israel terhadap palestina deh, hanya memperjuangkan tuan rumah pildun u20 aja sebenernya yang itu merupakan mimpi dari anak bangsa. kalo pun ada yg membela israel terhadap ""kekerasan"" nya apakah ada bukti nya?",Jamesudin_,2023-03-31 10:17:10+00:00
"@rang_simabua 1. FIFA stndar ganda, antra Rusia dan Israel
2. ada perturan yang melrang mnyyikan lagu kebngsaan Israel dan pengibrn benderanya

Jadi buat adik2 U20 yang sabar aja, lebih baik mengsut tuntas Kanjuruhan daripda mksa pildun, kesdihn kalian tak sbnding dgn kelurga korbn kanjuruhan",Muhammad_010192,2023-03-31 10:17:04+00:00
"Pemain Timnas U20 dr Bali kecewa sm Gubernurnya yg menolak timnas Israel padahal bisa mendatangkan byk wisatawan.
Nih ada pesan dari adek2 timnas U20 yg sdh kalian kubur mimpi2nya :

Cukup pertama &amp; terakhir, ya.
Jgn diulangi lagi !

@erickthohir  
#GueBarengErickThohir https://t.co/EHn1pLSMjy",bamantara00,2023-03-31 10:15:39+00:00
@SiaranBolaLive Rusia di banned atas permintaan negara2 besar sepak bola u pildun Qatar. Sedangkan u pildun U20 ngak ada yg minta Israel di banned kecuali tuan rumah.,juju_uda,2023-03-31 10:13:56+00:00
"@ganjarpranowo @BanhubJateng Dukungan saya untuk pak ganjar pranowo untuk menuju R1 di tahun 2024 saya batalkan, kami kecewa dengan penolakan pak ganjar pranowo untuk piala dunia U20 terhadap timnas israel.",MAZTYON711,2023-03-31 10:13:52+00:00
"@maulanahloh @FaktaSepakbola @FIFAcom wkwkwk padahal ga ada yg pro israel loh bang, kemaren kemaren cuma memperjuangkan tuan rumah pildun u20 dan ga ada yang pro terhadap kekerasan israel kepada palestina. kalo misalnya ada yg bener bener pro israel terhadap ""kasus"" sama palestina apa ada bukti nya??",Jamesudin_,2023-03-31 10:13:30+00:00
"@AnakLolina2 Penolakan pks n sekutunya thdp pdu20tdk berpengaruh kpd fifa. Batalnya drawing krn pernyataan koster n ganjar yg menolak kedatangan timnas israel dan yg membuat fifa mencoret ind dr tuan rmh pd u20. Jd jika koster n ganjar tdk membuat pernyataan, ibd pasti hd tuan rmh pd u20",Roytar1,2023-03-31 10:12:40+00:00
@idextratime Kan udah dibilang gak ada urusannya larangan Israel main di Indonesia. Masih aja ikut ikutan gagalnya piala dunia u20 di Indonesia di sebabkan 2 gubernur. 🤣🤣🤣,andika_dwinanto,2023-03-31 10:09:04+00:00
"Impian bangsa untuk menyelenggarakan dan berpartisipasi di Piala Dunia U20 2023 pupus.
T. PSSI, tragedi kanjuruhan, israel https://t.co/9XB3elohcC",Prabu_Graphics,2023-03-31 10:07:55+00:00
"@KompasTV Dan Presiden sebagai orang Nomor 1 tidak masalah Israel main di Pildun U20 Indonesia,",teguhsetia84,2023-03-31 10:07:32+00:00
@erickthohir world cup U17 belum ada host nya pak jadi bisa menggantikan host U20.syukur syukur Israel tidak lolos dan tidak ada polemik. Jadi bisa mengobati sedikit kekecewaan...,Aang_2111,2023-03-31 10:07:14+00:00
"@idextratime Jadi intinya Perdebatan Netizen tentang faktor dbatalkannya Pildun U20 oleh FIFA antara Kesiapan Tuan Rumah atau Penolakan Israel yang jadi penyebab nya sudah terjawab
Dan tenyata faktor nya adalah Kedua nya !",cadolfcatler45,2023-03-31 10:06:55+00:00
"Pemain asal Bali Mengaku Kecewa dan Malu soal Penolakan Timnas Israel di Piala Dunia U20
https://t.co/B3xXXRJSRQ

Follow di google berita : https://t.co/NfEcdo46tG
#beritaviral #berita #news #bangsaonline https://t.co/PNa3dw5f8i",bangsaonline,2023-03-31 10:05:08+00:00
"@knpiharis @PSSI @erickthohir udh israel batal, pildun gagal, knp sedikit aja  dari diri anda utk ikut empati gak bisa? kan anda udh puas israel gajadi dtg.. tp temen2 timnas u20 kan merasa duka krn mrk ga jadi main, ya dipakai lah ban hitam. Kalo ga bisa empati, minimal gausah ngata2in.",nofryzal,2023-03-31 10:04:32+00:00
