Tweet,Username,Datetime
"@Tita83079013 @ganjarpranowo @PDI_Perjuangan kalau tidak siap menerima israel, dari suku tidak usah mengajukan jadi tuan rumah U20 lah...",Ch_triyoga,2023-03-25 09:00:27+00:00
"@bengbengmaks @TreintaFleur_ @bii_ava @SiaranBolaLive We’ll see, yg jelas kalo yg pildun u20 bermasalah n ujung2 nya kena banned fifa, pasti bakal berefek ke ajang2 lain, olahraga atau lainnya. Mo ada Israel nya atau enggak! Kalo mo dicari solusi mgkn masih aman, tapi kalo kekeuh apapun solusi nya yaudah! Hancurlah kredibilitas indo",iyyoon,2023-03-25 08:55:11+00:00
"@DoankWarto Klo masalah kemunafikan MUI jagonya....
radikalis ,pendukung isis ,main mata dgn israel ,antek amerika lengkap di MUI
Negara hanya di jadikan sampah
 mau gelar pildun U20 pun rakyat di benturan dgn pemerintah agar terjadi chaos 
semoga Allah  meng adzab org² mjnafik di negeri ini",UgeugL,2023-03-25 08:52:41+00:00
"Pemerintah juga sudah dari jauh-jauh hari mempersiapkan event bergengsi ini.

Akan tetapi penolakan dari  sejumlah elemen masyarakat atas keikutsertaan timnas Israel di Gelaran Piala Dunia U20 Indonesia tersebut terjadi di berbagai daerah termasuk Jabar.

#Ridwankamil #pialadunia",RK_JabarJuara,2023-03-25 08:45:43+00:00
"Perbedaan Anis Matta dengan Anies Baswedan.

Sy blm baca atau dengar sikap Anies tentang keikutsertaan Israel di Piala Dunia U20 di Indonesia. krn Anies digadang bakal maju di Pilpres 2024, dia perlu buka suara dan bersikap atas hal² sensitif. Jgn main aman dg tidak berbicara. https://t.co/CLq0zsc5Ma",mawardinurullah,2023-03-25 08:44:09+00:00
Tapi mas ganjar jangan primitip donk ikutan tolak U20 israel - ngapain ganjar ikut nolak u20 israel berlaga di indonesia - itu pikiran norak tu,Omkaroll1,2023-03-25 08:44:05+00:00
"@monsterhiphoop Bbrapa ketum organ relawan yg mendukung si capres ini pun ketika gw tanya bbrp hari lalu,ga bisa jawab,malah pake alasan klo beliau ini memegang teguh ajaran bung karno,dan disuruh menunggu keputusan PSSI soal israel dipildun U20.
Masa ketum2 organ relawan mrk ga tau strgi itu🤣",Mey_MeynieJT,2023-03-25 08:42:41+00:00
"Sebenarnya ini opini saya pribadi, @PSSI @erickthohir  saya melihat kehadiran timnas israel di piala dunia u20 penuh polemik. Bagaimana jika disiapkan saja venue stadion lukas enembe papua sbg venue pertandingan khusus israel. Sy melihat kalau di papua jarang bahas polemik tsb.",MagnetoData,2023-03-25 08:42:12+00:00
"@SiaranBolaLive Kemarin waktu g20 perwakilan Israel keindonesia mereka diam-diam aja padahal udh jelas berkaitan dengan politik, sekarang cuma anak mudah u20 kesini cuman mau main bola malah koar-koar nolak. hadeh.......",SosisOskar,2023-03-25 08:40:34+00:00
"pilihan yang diambil ganjar untuk menolak timnas israel ini sudah langkah yg tepat untuk menghindari terjadinya gejolak besar yg mungkin akan terjadi

#u20 #fifau20 #ganjar #GanjarPranowo https://t.co/FAxt5z4Mqd",CokelatK3ju,2023-03-25 08:39:48+00:00
"@adietz_Edogawa @Carieko1 @Langitra13 @barcelonabryan Sing ra bener i pola pikir rakyat Indonesia sing nolak Israel mas
Poine kui ning acara Piala dunia u20",abdn_raa,2023-03-25 08:37:32+00:00
"Timnas Israel main di WC U20 Indonesai bukan dari hasil menjajah negara negara lawan nya dalam kualifikasi..sblm ini org israel ke indonesia kalian diem 

Israel tidak berperang dgn lawan nya spy kalah dan israel lolos, tdk ada politik dll ,murni Olahraga.

#WellcomeIsrael https://t.co/fDCdgSeNhd",KulluMeek,2023-03-25 08:36:56+00:00
"pilihan yang diambil ganjar untuk menolak timnas israel ini sudah langkah yg tepat untuk menghindari terjadinya gejolak besar yg mungkin akan terjadi

#u20 #fifau20 #ganjar #GanjarPranowo https://t.co/W4sBJtraso",blackadenium,2023-03-25 08:36:37+00:00
Menolak Israel U20 dengan alasan kemanusiaan tapi tragedi Kanjuruhan 135 nyawa hanya dianggap hiburan..Oalah ruwet,el_ehek,2023-03-25 08:32:06+00:00
"Sekali pun rakyat lndonesia dukung kemerdekaan Palestina dan tolak Tim Israel U20 masuk lndonesia,tetapi sikap lnteligen dan pemerintah RI diam-diam belanja alat-alat perang produk Israel.🤣

https://t.co/Gy8K5Bq9Lw
@NataliusPigai2 
@VeronicaKoman 
@Rk_westpa https://t.co/Rvc8XUB9GV",Sedangaktf,2023-03-25 08:31:18+00:00
Masalah peo kontra israel dengan u20 nya betul-betul membuka mata kita bahwa pendidikan tentang konstitusi perubdang2 an dan kenegaraan null,dhimasairlangg1,2023-03-25 08:27:53+00:00
"@idextratime FIFA baiknya pindahkan piala dunia U20 ke negara lain yg siap...Indonesia di batalkan juga dari peserta piala dunia U20 karena tidak jadi tuan rumah...
israel di tolak main di Indonesia...timnas U20 Indonesia juga tidak layak bermain kalau Indonesia batal menjadi tuan rumah.",maik23K,2023-03-25 08:27:50+00:00
"Teruskan mas wali @gibran_tweet 

Tim U20 Israel adalah pintu masuk dan AGAR RI  punya nilai tawar tinggi untuk bisa damai kan palestina (KATA KETUA NU)
bukan dgn cara menolak seperti yg dilakukan KADRUN BUNGUL 

https://t.co/08cLqmF0Q0",yantanu2_08,2023-03-25 08:27:24+00:00
Israel lolos piala Dunia u20 udah lama padahal giliran udah mepet mau mulai u20 baru pada bersuara penolakan. Anggap aja cobaan di bulan puasa lagi,yayangasd,2023-03-25 08:26:43+00:00
@zeronol0 @mangkleke @SiaranBolaLive @SINDOnews @asumsico dihh sok asik bgt lu tolol”in org. coba lu jelasin gmna cara lu nolong org dgn ngelarang timnas u20 israel main dsini. dubes palestina aja gk keberetan kok lu yg kepanasan. bacot bgt kontol,Iruuu29,2023-03-25 08:18:23+00:00
"@Leonita_Lestari Nah kan, drpd penolakan timnas U20 israel digoreng sama kadrun dengan  PKSnya maka bagai penyeimbang bumbu gorengan PdiP menolak jg. Sebagai QC nya ya mas wali Solo🤝",SuryoWijoyo5,2023-03-25 08:17:17+00:00
"@rachlannashidik 🤣🤣🤣tdk memusuhi olahraga, logical fallacy, sdgkan sepakbola itu olahraga yg jg digemari oleh orang Israel. pertanyaanya adlh, gmana caranya memisahkan pemain sepakbola dr olahraga sepakbola, shg tdk ada pemain Israelnya.😁 Lgpula Timnas U20 Israel lolos kualifikasi PD U20.",freethink32,2023-03-25 08:16:34+00:00
@sunset_32023 Dukung timnas U20 Israel  bisa berlaga di Indonesia,ElinaDio,2023-03-25 08:14:34+00:00
"Tolak Israel di Piala Dunia U20 2023, Rocky Gerung: Terima Israel Layak Diduga Pengkhianat Konstitusi

https://t.co/PV33ZIApnP",BViral09,2023-03-25 08:08:24+00:00
"Kalo yai Said nolak berarti ttp lanjut
Selamat dtg Timnas U20 israel",Gigihpurno57425,2023-03-25 08:03:54+00:00
"Gubernur Jawa Barat Ridwan Kamil merespons polemik penolakan keikutsertaan tim Israel di Piala Dunia U-20 2023 pada 20 Mei mendatang.
#BersamaJuara 
#Sepakbola 
#U20",Masjonophoto,2023-03-25 08:00:41+00:00
"Polemik rencana kedatangan timnas Israel untuk mengikuti pertandingan Piala Dunia U20 di Indonesia makin memanas. Dua gubernur menolak timnas Israel bermain di wilayah mereka. Sejumlah pakar menyerukan untuk hanya menggunakan kacamata olahraga saja.

https://t.co/ELiioinr34",voaindonesia,2023-03-25 08:00:01+00:00
Tolol bgt nih yang nolak tim u20 israel.,reds_OD,2023-03-25 07:58:16+00:00
"INDONESIA, kalau gk mau ngambil resiko dengan kehadiran Israel di Piala Dunia U20, mbok ya jangan ngajuin diri sebagai tuan rumah evennya FIFA. 
.
Israel itu anggotanya FIFA, mereka punya hak utk mengikuti eventnya FIFA, dengan aturan resmi yg berlaku, BUKAN KITA YG NGATUR 😁 https://t.co/05ExeyQOxh",NayDonuts,2023-03-25 07:57:25+00:00
"Dgn sangat menyesal,saya yang tadinya dukung @ganjarpranowo dan @PDI_Perjuangan di 2024 nanti terpaksa batal melihat statement cemen beliau ttg Timnas U20 Israel",MichaelNababani,2023-03-25 07:52:46+00:00
"@TTSLongtong Dari awal kan udah ada kemungkinan israel bisa lolos PD U20 ini, klo mau nolak itu harusnya dari awal dong. Ini udh ngeluarin yang banyak malah pada nolak. Apa krna klo nolak dri awal jdi ga ada pemasukan ke kantong kalian?",RendraedyS,2023-03-25 07:51:55+00:00
"@WagimanDeep212_ Waspada bib, mungkim ini ada hubungannya dgn tim Israel U20 mo kesini.",jee_creepers,2023-03-25 07:50:23+00:00
"gak masalah #IndonesiaDiBanFIFA toh persepakbolaan dalam negeri masih kacau balau. sebagai bentuk solidaritas kepada palestina, kita tolak timnas U20 israel datang ke indonesia. biar anak2 israel itu mengerti dampak penindasan terhadap palestina kena ke mereka juga.",ibhonez,2023-03-25 07:40:25+00:00
"Banyak penolakan ttg kedatangan timnas Israel bermain di Piala Dunia U20 di Indonesia, Indonesia katanya akan kena banned dari FIFA jika gagal melaksanakan event ini.",achmadfahrul,2023-03-25 07:40:21+00:00
"@SiaranBolaLive Yes,,, semua pada nolak timnas Israel

Indonesia gagal jadi tuan rumah WC U20
dan otomatis di banned FIFA

Pemerintah punya alasan bubarkan @PSSI 
dan membuat federasi sepakbola baru, yg di isi para profesional dan yg kompeten di bidangnya

#restartsepakbola_Indonesia",prasty13,2023-03-25 07:35:57+00:00
"Issue Penolakan Israel di Piala dunia U20 sesungguhnya adalah upaya utk ""Meramaikan/Memanasi/Memeriahkan"" Menjelang Thn Politik 2024. Bisa Menjadi Bola Api yg Liar utk dimainkan.
@jokowi 
@erickthohir 
@mohmahfudmd 
@islah_bahrawi 
@PDI_Perjuangan 
@ganjarpranowo 
Bukan begitu? https://t.co/xndWx3vrP4",DeepBlackCoffee,2023-03-25 07:29:43+00:00
@FaktaSepakbola Namanya juga piala dunia. Yg bakal hadir ya negara dari berbagai belahan dunia. Bikin aja sendiri “Piala Dunia Tanpa Israel U20”,JosephTendean,2023-03-25 07:29:04+00:00
"Wih, enak banget nih politikus yang riding the wave polemik Israel ikut Piala Dunia U20 di Indonesia.

Panggung yang tepat untuk mencari citra.",hooligiann,2023-03-25 07:25:52+00:00
"@SiaranBolaLive Yg usul &amp; lempar isu tolak U20 israel kan dah jelas, tandai aja org nya,..toh keliatan yg ngerti sepakbola ma yg gak ngerti. Urusannya Bung Karno, ya skalian keluar dari fifa &amp; seluruh organisasi olah raga dunia yg kemungkinan israel bisa ikut..gampangkan..😊🙏🙏😁",CutePan2399,2023-03-25 07:24:37+00:00
"@FaktaSepakbola gw sebagai pure pecinta sepakbola Indonesia, ya jelas terima lah, piala dunia U20 momen terbaik sepakbola Indonesia woii!!! bodo amat sama isu politik agama dll !!!  wong palestina nya sendiri aja juga gaada penolakan atau demo apapun terhadap keikutsertaan Israel kok!",irfannnnbyy,2023-03-25 07:17:03+00:00
"Bbrapa ketum organ relawan yg mendukung si capres ini pun ketika gw tanya bbrp hari lalu,ga bisa jawab,malah pake alasan klo beliau ini memegang teguh ajaran bung karno,dan disuruh menunggu keputusan PSSI soal israel dipildun U20.
Masa ketum2 organ relawan mrk ga tau strgi itu🤣",Mey_MeynieJT,2023-03-25 07:16:54+00:00
"@Ndaxwz @ganjarpranowo Hanya krn Ganjar melarang Israel ikut U20, lalu kita memilih capres dr  Khilaf4h sorry !!  sebab yg kita pilih saat ini yg memiliki track record utk Indonesia jangka panjang,  masa gara2 Israel luh mau gantiin Pancasila dg pemimpin Khilaf4h seumur hidup..  gak masuk akal.. 😳🤪",phitonsida,2023-03-25 07:10:21+00:00
"@CutSarina5 Ya apapun alasannya tetap harus ditolak itu namanya bangsa zionist , silahkan ikut u20 dinegara lain tapi bukan di Indonesia, NKRI wajib menolak bngsa israel yg kejam itu dg mnjjah &amp;invasi Palestina tiada akhir",AryadiLuluk,2023-03-25 07:09:52+00:00
"Tolong didengar yaa, Bapak2 ..!
Kedatangan Timnas U20 Israel TIDAK BISA dibatalkan..!!! https://t.co/pEuVLvN2S5",MichaelNababani,2023-03-25 07:09:17+00:00
begitu tahu israel lolos fifa u20 langsung mereka mendadak darahnya jadi palestina..mereka lupa inggris dan japan yang ngejajah indonesia dan lolos fifa u20 gak ditolak..aneh aja kasihan pahlawan kita dikesampingkan demi kepentingan palestina..,ReckyButarbuta8,2023-03-25 07:07:04+00:00
"Yth.@ganjarpranowo,betul amanat Bung Karno(BK)Palestina Merdeka, Tapi Setelah BK Tiada Pemerintah Indonesia&amp;Banyak Negara di Dunia Tidak Mendukung Penuh di PBB Agar Palestina Merdeka.Bahkan Banyak Negara Arab Dukung Israel,Jadi Tidak Tepat Tolak Israel Datang di Piala Dunia U20. https://t.co/DphyP7NjH2",ProfylHenuk,2023-03-25 07:06:03+00:00
"Ganjar menolak kehadiran timnas Israel pada piala dunia U20 di Indonesia sebagai wujud dukungan terhadap kemerdekaan Palestina

Hailey Meredith | Megumi | UNIQLO | Gigi | Hailey | Israel | JJK S2 | taylor | Gojo | Toji | Tuchel Geto | Selena | #TSTheErasTour | #ฟรีนเบคFanBoomD1 https://t.co/KEBG6GnPah",arisa_fadillah,2023-03-25 07:05:08+00:00
Respon Dubes Palestina Soal Timnas Israel di Piala Dunia U20 https://t.co/HPx237STnO,DimasHartanto90,2023-03-25 07:03:34+00:00
@idextratime Menunggu terobosan ketum PSSI baru pak @erickthohir menjalankan Pildun U20 tanpa ada Israel dan tidak kena sanksi FIFA. Langsung gw pilih Presiden bapaknya. Krn sukses di segala lini. Tinggal lobi antrian haji aja. 🥶,adyul93,2023-03-25 07:02:23+00:00
"https://t.co/XQgMTifmM9 

OST Piala Dunia U20 yang Dibawakan Oleh Weird Genius, Tiara Andini, Lyodra, dan Ziva Magnolya Tuai Komentar Negatif Dari Warganet !

#OSTPialaDuniaU20 
#pialaduniau20 
#Indonesia 
#Viral 
#Israel",terasjabar_,2023-03-25 07:01:36+00:00
"@muchlis_ar Thn lalu 2022 kejuaraan bulutangkis BWF dan kejuaraan dunia panjat tebing di Jakarta,atlit2 Israel ikut serta di 2 kejuaraan itu aman2 aja dan nggak ada yg nolak2. Knp skr pas pildun U20 pd nolak atlit2 dr Israel, kl bukan ada unsur politiknya nggak akan gaduh sprt skr ini.",AD1T_RG,2023-03-25 07:01:30+00:00
Respon Dubes Palestina Soal Timnas Israel di Piala Dunia U20 https://t.co/mv8lKqqOO2,DimasHartanto90,2023-03-25 07:00:26+00:00
"@FebFreecss @idextratime 2022 kejuaraan bulutangkis BWF dan kejuaraan dunia panjat tebing di Jakarta,atlit2 Israel ikut serta di 2 kejuaraan itu aman2 aja dan nggak ada yg nolak2. Knp skr pas pildun U20 pd nolak atlit2 dr Israel, kl bukan ada unsur politiknya nggak akan gaduh sprt skr ini.",AD1T_RG,2023-03-25 06:59:28+00:00
@ganjarpranowo anda cm kelihatan tua aja tapi kalah bijak dgn walikota yg jauh lebih muda usianya  dlm menyikapi polemik israel di pildun u20 indonesia,doeliwan33,2023-03-25 06:58:31+00:00
Gubernur juga ada yg takut dg Timnas U20 Israel.,yudhi6464h,2023-03-25 06:56:04+00:00
"Jika banyak yg tidak menerima kedatangan Timnas Israel U20 termasuk dari Pejabat Daerah, seharusnya sejak awal Pemerintah MENOLAK jadi tuan rumah Kejuaraan Dunia U20 di negeri ini. Jd enggak malu-malu in.",yudhi6464h,2023-03-25 06:54:11+00:00
"@FaktaSepakbola Kalo dari unsur sepak bola, Israel berhak dan layak lolos wc u20 karena mereka secara sah lolos melalui kualifikasi. Tapi, dalam hal lain mereka berhak dikritik/diboikot atau diapain lah. Salah satu yg bisa jadi acuan ya permenlu no 3 2019 👋",sweetcake666,2023-03-25 06:47:53+00:00
"@luckboyyy_ @CutSarina5 Anak² itu dr negara yang menjajah dgn keji, ditolak bukan benci anak U20. Tapi memberi efek ke bangsanya. Jgn bersikap sesuka hati ke bangsa Palestina. Baru ditolak aja udah blingsatan, lah Israel membunuh dan mengambil hak² rakyat Palestina, kok malah tutup mata?",DameriatiZ,2023-03-25 06:46:00+00:00
"@sujudiasta @CNNIndonesia @ganjarpranowo Mmg FIFA yg memutuskan kita cuma bisa menekan FIFA supaya bisa membanned Israel seperti rusia, bagi kita gak ada dampaknya kita sedang berada diatas angin krn gak mungkin piala dunia U20 diundur FIFA rugi besar jika gagal terselenggara, lebih gampang ganti Israel dgn negara lain",andyydepp,2023-03-25 06:41:27+00:00
"@FaktaSepakbola Kalo akhirnya, nolak israel, ngapain juga capek2 ngajuin diri sebagai tuan rumah U20 ... itu namanya BEGO...

Lagian yg teriak nolak itu karna kepentingan politik
 
Bali teriak tolak israel, padahal wismannya tuh banyak yg keturunan yahudi",Raptornov,2023-03-25 06:36:44+00:00
@ch_chotimah2 Coba Mbak kalau punya cara menggagalkan Israel lolos kuifikasi Pildun U20 bisa dishare ke kita2 bagaimana caranya? https://t.co/E0NNnY09Bw,BeBuzzerNKRI,2023-03-25 06:36:30+00:00
"@halimfuadi @idextratime Ini bisa gw jawab,rusia masih kualifikasi zona eropa saat di banned,sementara israel u20 udah lolos kualifikasi atau peserta",Thieryaryadi,2023-03-25 06:34:56+00:00
@ch_chotimah2 Pildun U20 tanpa Israel? Emangnya Indonesia bisa menghalangi Israel lolos kualifikasi Pildun U20? Gmana caranya menurut Mbak?,BeBuzzerNKRI,2023-03-25 06:34:28+00:00
"Dilematis memang buat nerima israel masuk ke indo, terutama buat umat mayoritas. Yang pasti, perlu ada diskusi dari PSSI dan FIFA buat nyari solusi
Kalau perlu keputusan segera dinyatakan sebelum piala dunia u20 dihelat (jelas), karena isu ini ibarat snowball",zakyzn1,2023-03-25 06:31:04+00:00
"@ch_chotimah2 @ganjarpranowo Gmana caranya Mbak Pildun U20 tanpa Israel? Israel itu anggota FIFA...
Kalau menolak Israel seharusnya dr awal Indonesia tdk mencalonkan diri jd tuan rumah Pildun FIFA krn Israel adlh anggota FIFA.",BeBuzzerNKRI,2023-03-25 06:30:06+00:00
Wkwkwk tata kelola bal balan jelas iseh amburadul ngene kok mekso dadi tuan rumah Piala Dunia. Ditambah beberapa pihak sing nolak Israel main neng Piala Dunia u20 ki gek mah ngopo 🤦🏻‍♂️ sekelas Piala dunia lhoo iki 🤣,doniwahyu11,2023-03-25 06:29:37+00:00
"@idextratime Dubes Palestina aja nih, nggak ambil pusing tuh soal Israel lolos pildun U20. Nah yang heboh malah ormas-ormas yang otaknya pada miring ke kanan itu. Terus yg lucunya, netizen kita pada kepancing semua. Pihak A suruh boikot. Pihak B nerima aja suka nggak suka. Emang dasar Konoha",MhdHakimi5,2023-03-25 06:28:38+00:00
"Tindak ada alasan  menolak Timnas U20, Israel merdeka di tahun 1948, Indonesia merdeka  1945 dukungan  dari  luar termasuk negara kecil Arab juga.Jaman Alm Gus Dur, NU, Diplomatik thd Israel terbuka, tdk alasan Indonesia utk menolak Israel / Afganistan.",evelinahutagao3,2023-03-25 06:27:54+00:00
"@__AnakKolong Yg berkonflik Palestina vs Israel
Yg ngamuk² org Indonesia 

Palestina setuju tim U20 Israel ikut kompetisi.
Yg menolak justru Indonesia.

Pertanyaan : Apakah orang Indonesia ODGJ?",Novelis11,2023-03-25 06:27:27+00:00
"@Paltiwest Waspada, mungkin ada hubungannya dgn tim Israel U20 yg mau datang",jee_creepers,2023-03-25 06:26:25+00:00
"@Adi_8002 Selamat U20, timnas Israel. hny berpendapat,Indonesia sejak jaman Pres.Soekarno sdh mempunyai hubungan dgn Israel,&amp;negara kecil arab.Israel merdeka sekitar thn 1948,Jadi Indonesia tdk alasan utk menolak Israel/tdk memihak negara kecil Arab.",evelinahutagao3,2023-03-25 06:22:15+00:00
"Fuck off buat isu pildun u20 Israel ditolak..
Udah ketebak bakal kyak gini pada caper buat pemilu tahun depan..
Lebih menarik mencari informasi cewe yang mirip ada wong di dunia nyata..",_riflamsyh,2023-03-25 06:20:32+00:00
"@Kalapas_E23 @muhamad45yusup @KuahMieSedap @adyul93 @SiaranBolaLive @FIFAcom Gw sepakat sama lu bang oddy, sama saya jg benci bgt sama israel, tapi dalam kasus ini indonesia ga punya power untuk kick out israel dari pildun U20.
Fifa nya emang busuk !",ilmiiauliaa,2023-03-25 06:18:31+00:00
"@idextratime Kalo takut dimusuhin Palestina gara2 ngijinin Israel dateng ke Indo ya ga masuk akal, dubes Palestine aja santai dan bilang itu hak Indo sbg tuan rumah. Lagian yg dateng cm 23 anak U20 + staff cuma pengen main bola bkn ngajak pemerintah Indo kerjasama bilateral.",hashiromui,2023-03-25 06:17:10+00:00
Apa penyebabnya sepakbola ISRAEL tidak boleh main di PIALA DUNIA U20 di INDONESIA... https://t.co/IwxQCSrG0e,eche00781656591,2023-03-25 06:16:35+00:00
"@itsmygalaxy7 @narkosun Gw dukung kok Indonesia batal U20. Negara kita ga bisa terima Israel, padahal mereka negara merdeka.

Kalau dibanned FIFA ga masalah, toh yg penting muslim-muslim yg jadi pembela palestina bisa lihat dmpaknya langsung. 

Ga usah bacot, batalin aja..😎😎",judahrenz,2023-03-25 06:12:49+00:00
"@idextratime Udah tolak aja timnas Israel nanti biar semua tau nama Indonesia...

Sebagai negara yang bikin batal piala dunia U20 wkwkk",Prisma_Raikani,2023-03-25 06:04:22+00:00
"@Totok0912 @Leonita_Lestari @ganjarpranowo Ndoro @ganjarpranowo yth, Israel lolos kualifikasi ndoro jadi mereka Berhak main di Pildun U20, saya org Indonesia, tapi kita harus sadar diri bahwa OLAHRAGA dan POLITIK itu BEDA PLANET ndoro, oh iya ini sejalan dgn suara partai ya ? Kalo gak mau BEDA gak usah komentar !!",Davedica,2023-03-25 06:03:42+00:00
"Lagi rame politisi nolak israel main di pildun u20.
Terlepas dari isu politik, kelen pilih israel tetap main atau menolak?",Mhazhari_,2023-03-25 06:00:59+00:00
"sumpah Indo ribet, udh dikasi ksempatan sm FIFA buat jd tuan rumah Piala Dunia U20, masih aja bermasalah dan dibuat politik..

nolak tim Israel buat ikutan main, org Palestina aja fine2 dan ga masalah, yg lg dijajah aja ga masalah kok kitanya palah yg heboh, heran astaga",wowwemax,2023-03-25 05:59:07+00:00
@andyydepp @CNNIndonesia @ganjarpranowo Itu keputusan FIFA sbg panitia. Salah benar mrk yg  tanggung. Kita bukan panitia. Ada dampaknya bagi persepakbolaan Indonesia jika menolak Tim U20 Israel main di sini. Kalau kita pun mencampuradukkan politik dg olahraga bukankah menambah runyam padahal kita non blok.,sujudiasta,2023-03-25 05:58:01+00:00
"""Asikk kita jadi tuan rumah piala dunia U20. Yuk siap2""

""Wah keren nih""

Setelah sekian lama persiapan...

""Lho ada Israel.. wah ini bertentangan dengan konstitusi negara""

""Gapapa deh disanksi FIFA...fafifu wasweswos...""

Indonesia oh Indonesia 🤭",AryonoIgnatius,2023-03-25 05:50:57+00:00
"@SiaranBolaLive Dibuat simple aja, bila piala dunia U20 gagal dilaksanakan di Indonesia, sangsi FIFA 💯% pzti. Ilustrasi sy pisahkan antara politik n olahraga : biarkan Israel main, tp tdk boleh mengibarkan bendera negara dan larang para suporter Israel DTG ke Indonesia",bagussusatyo,2023-03-25 05:50:05+00:00
"@SiaranBolaLive Udah tenang aja min, yg koar2 nolak kan cuman buat nyari suara aja, bakal tetep berlangsung kok pildun u20 n israel juga bakal tetep maen",MrFerd4,2023-03-25 05:47:17+00:00
@narkosun Sebenarnya saat menentukan MAU JADU TUAN RUMAH Pildun U20 kan masalah tim Israel ikut itu seharusnya sudah SELESAI TANPA POLEMIK LAGI. Mau jd negara penyelenggara kan SDH TAU KONSEKWENSINYA jd mestinya sdh tdk jd soal saat akan penyelenggaraan..hrs konsisten,HennyEnda,2023-03-25 05:46:46+00:00
"@SiaranBolaLive Elu yg gk suka israel main di pildun u20 indonesia ,kenapa gk sekalian aja bilang gk usah afa pildun u20 di indonesia ..",iyas_sidarta,2023-03-25 05:46:02+00:00
"@FaktaSepakbola Saran gue sih Israel tetap diterima di Piala Dunia U20 ini,tapi kalo bisa ngga usah ngibarin bendera Israel dan ngga usah muterin lagu kebangsaan nya.Bendera Israel bisa diganti bendera federasi.Kyak IOC waktu ke Russia kmrn,hehe...",Raka_HI12,2023-03-25 05:42:44+00:00
"@Adi_8002 Gus Yahya ini bukan rugi atau tidak tetapi ini adalah persoalan Konstitusi kita, Rusia dan Israel harus ditolak kehadirannya dalam U20 jika main di Indonesia itu membuktikan kegagalan politik luar negeri Jokowi..!!",DENT4567890,2023-03-25 05:40:57+00:00
"@PKSejahtera Jabar Desak Gubernur Ridwan Kamil Tolak Tim Israel Main Di Jabar, pada Piala Dunia U20.  https://t.co/RTD8YJ2UpH",hnurwahid,2023-03-25 05:39:56+00:00
"@FaktaSepakbola Imho, gue ga suka dengan adanya israel. Tapi dubes palestina aja udah legowo, kenapa kita ga contoh aja sih? 

Gue sih ga mau perjuangan gue ngelobi kantor biar bisa ikutan volunteer sia2. Enak aja, dipikir mereka jadi volunteer u20 ga pake perjuangan apa?",frianamran,2023-03-25 05:39:50+00:00
"Saya setuju pendapat Gus Yahya Ketum. Kedatangan timnas U20 Israel tidak perlu dihalangi apalagi dilarang. Silahkan melakukan aksi dan berunjuk rasa, tetapi agenda @FIFAcom jangan terganggu, apalagi masa depan sepakbola Indonesia menjadi taruhannya",jandimu,2023-03-25 05:39:37+00:00
@Nusa1945 @bangbri82 Nolak israel juga gak ngaruh ke palestina. yg di indonesia nolak sedangkan warga di palestina aja belum tentu peduli dgn PD U20 dan mikirkan indonesia.,Adi_8002,2023-03-25 05:37:39+00:00
"@detzyuki @FaktaSepakbola Bbrapa waktu lalu, di SU PBB menlu Israel berpidato soal misi utama mereka dlm waktu dekat yg ingin membuka hub. diplomatik dg negara mayoritas Islam spt Indonesia. Khawatirnya, kelolosan Israel ke Piala Dunia U20 skrng emang konspirasi yg sngaja didisain utk dipolitisasi mereka.",wolfalone93,2023-03-25 05:33:46+00:00
@ganjarpranowo  berarti kita tutup peluang untuk ikut bidding olimpiade? Kalau kita ikut bidding tentu setuju semua negara ikut. Kok otak anda jadi gimanaya? Diupayakan u20 tetap jalan tp tanpa israel? Kan dari awal bidding udah tau...kan? Maaf ya..kecerdasanmu ada dimana?,MataunTuon,2023-03-25 05:29:59+00:00
"Kalau ada yang bilang dengan penolakan Israel maka Piala Dunia U20 batal dan mengakibatkan kerugian ekonomi bagi bangsa ini, well ekonomi kita tetap akan baik-baik saja walau kita gak menggelar event WC U20!
Kita gak bertumpu pada event internasional untuk bisa hidup!",kokoburnout_,2023-03-25 05:25:44+00:00
"@Fafifuuhfzz @SiaranBolaLive Gak bisa gitu juga. Yg lolos kualifikasi piala dunia U20 itu pemain2 Israel yg sekarang.

Kalo nanti dikasih jaminan lolos udah beda pemainnya",rafli13april,2023-03-25 05:22:22+00:00
"Ganjar Pranowo dan I Wayan Koster Kompak Tolak Israel di Piala Dunia U20 Indonesia, Ingat Amanat Bung Karno!
#GanjarPranowo #IWayanKoster #PialaDuniaU20
 https://t.co/b03Fm6hdJU",ZonaKaltara,2023-03-25 05:20:28+00:00
@musniumar Pak @musniumar qatar gak boleh kan suporter israel bukan timnas israel.. andaikan israel lolos piala dunia kemaren kayaknya israel bisa ikut juga di qatar meskipun tanpa penonton.. andaikan kita tolak israel terus piala dunia u20 bisa tetap jalan gak? Maaf ya pak..,sfidzee,2023-03-25 05:18:34+00:00
@ch_chotimah2 @ganjarpranowo Mana statement pemerintah pusat yang maunya pildun U20 tanpa Israel ? Baik Jokowi atau Erick Thohir yang ketum PSSI ?,Gunto_Jaya9,2023-03-25 05:18:12+00:00
"@memefess Israel dilawan bos, sekalinya di lawan bisa jadi tuh pildun u20 gagal 🤣",alam_mumu,2023-03-25 05:18:05+00:00
