Tweet,Username,Datetime,Sentiment
serang israel jalur gaza ngasih statement bikin fifa cabut tuan rumah pildun u20 indonesia,AvoAvi1,2023-03-31 00:05:24+00:00,0.0
klo fifa bahas polemik israel pildun u20 bunuh dipakelah tragedi kanjuruhan sbg alas utk batalin ri jd tuan rmh sa ae dah serbet warteg,latief_ira,2023-03-31 00:03:05+00:00,-0.2732
kalo negosiator cerdas negosiator qatar hasil pildun u20 indonesia timnas israel main indonesia play off pildun u20 kalo negosiator tukang drama tukang kembang,IwanKurus8,2023-03-31 00:01:46+00:00,0.34
inti batal fifa world cup u20 indonesia tolak tim israel aman lemah peristiwa kanjuruhan orang dunia tim investigasi fifa takut brutal indonesia,ojo_dumeh123,2023-03-30 23:58:24+00:00,-0.6249
mulut politikus gak dipercoyo dukung anak muda milenial unt partai tolak u20 tim israel,yohanescafe,2023-03-30 23:57:42+00:00,0.0
cari dgn membanding2kan even2 olah raga kemaren ada negara israel partai2 politik mingkem skrg u20 goreng coba membanding2 dr bos jgn nyari kambing item melulu,giLHAW,2023-03-30 23:56:43+00:00,0.0
bilang manusia negara orang manusia negeri diam ribu bahasa bilang anti negara jajah konstitusi israel pildun u20 kecam tega mengatasnamakan manusia konstitusi milu,MatunWong,2023-03-30 23:55:17+00:00,-0.3182
gak politikus gak tau fakta juni 2022tim israel nyata lolos piala dunia u20 semifinalist euro u19fakta atlet bulutangkis israel thn 2015 indonesia open aman ada cari untung politik dr kanjuruhan efect,d3w4p230,2023-03-30 23:53:07+00:00,0.0
moga wali pro pildun btw kecewa dgn senior jawa nolak timnas israel akibat batal pildun u20 salah stadion tanding solo kecewa anak muda indonesia dikadalin,Tyano_Fd,2023-03-30 23:49:49+00:00,0.0
lihat sikap wayan koster giat beach games bal ga piala dunia u20 partisipasi israel world beach games bal koster diwantiwanti ketua koi,gabongoku,2023-03-30 23:47:59+00:00,0.0
tarik peristiwa kanjuruhan batal world cup u20 indonesia alas utama tutup aman hembus racik politik bunyi tolak tim israel hal indonesia anggap bahaya tim dunia,ojo_dumeh123,2023-03-30 23:38:19+00:00,-0.2732
lgbt pd u20 israel karna lolos kualifikasi tanding gak ongkang2 kaki main tolak fifa regulasi blak blok blak blok ndasmu kui,alu_gara,2023-03-30 23:34:53+00:00,0.0
rusia invasi ukraina lgsg banned fifa ga play off pd 2022 knapa israel invasi palestina knapa msh u20 y fifa standar ganda,Aris_Juniartha,2023-03-30 23:33:34+00:00,-0.1531
pdiperjuangan tibatiba israel sikap pdip perintah pssi world cup u20 batal fifa tolak tim israel aman brutal bawa korban,ojo_dumeh123,2023-03-30 23:31:08+00:00,-0.6249
kasihan indo bela palestine jd rugi tendang fifa dr tuan rumah rugi triliyun rupiah palestina maen piala asiaisrael maen pildun u20 indo nunggu sanksi dr fifa,pisercoolz,2023-03-30 23:27:46+00:00,0.0
gagal indonesia jd tuan rumah piala dunia u20 kecewa tp allah nyelamatkan indonesia dr potensi demo amp ribut besar sngt tjd israel main tak jd sorot dunia tp imbas pd politik dlm negeri jg rugi nkri,henrysubiakto,2023-03-30 23:26:53+00:00,0.0
pildun u20 hamya israel,c_poluan,2023-03-30 23:23:09+00:00,0.0
ada batal puasa ganjar kecewa enteng ngomongnya,suhmind,2023-03-30 23:22:37+00:00,0.0
nama netral klo dukung u20 nggak statesaya dukung indonesia tuan rumah jamin aman tim israel,nokyourbusiness,2023-03-30 23:21:22+00:00,0.0
main indonesia vs israel kalo piala u20 indonesia,donipohan7,2023-03-30 23:19:25+00:00,0.0
krn sorot muslim tolak israel wc u20 perintah partai ga ada israel wisata bal event2 wc u20 bukti ada,Kappa_2023,2023-03-30 23:17:24+00:00,0.0
jg indonesia jg gak diterusin israel lolos wc u20 fifa gbs pertahanin indonesia ttp tuan rumah kasi emg main udh gatau ttg atur menteri kaya gt tapipemain jg cringe sikap,brakishpeps,2023-03-30 23:14:35+00:00,0.2732
setir partai tandatangan tuju gelar u20 indo trus tolak tim israel sedih u20 indo ngehek nama ajar walkot solo,waohen_71,2023-03-30 23:13:48+00:00,0.0
bayangin pildun u20 ganti israel sbg tuan rumah,zfk_mo,2023-03-30 23:10:46+00:00,0.0
dasar berita media massa medsos hoax putus fifa indonesia jdi selenggara u20 kanjuruhan tolak thdp israel kanjuruhan nilai clear,SasukeArya2022,2023-03-30 23:08:52+00:00,0.128
what if government udh tau kl emg israel lolos berat ada permen ngelarang israel utk wc u20 fifa jg gak tuju dgn permen anggar jajan sm org2 libat governor federationdll drpd sayang duit udh cair cont,brakishpeps,2023-03-30 23:07:07+00:00,0.0
selagi indonesia jd pantik ribut au israel lancar bom sistematis damaskus ibukota suriah seran langgar hukum internasional tutup mata amp israel aman pildun u20 ketidakadilan,marufins,2023-03-30 23:06:14+00:00,0.0
fans berat tim sepakbola israel sungguh2 kecewa batal pildun u20 indonesia,WendiSe91223087,2023-03-30 23:04:46+00:00,0.0
orang2 fokus ngomongin indonesia gagal jd ruan rumah pildun u20 fokus penasaran peta politik 2024 ada switch besar2 an siap2 partae2 nolak israel kopong siap2 kuda hitam laju pilpres,rzldy21,2023-03-30 23:02:46+00:00,0.0
negosiator bloon gagal kalo cerdas negosiator qatar hasil pildun u20 indonesia timnas israel tanding wilayah negara indonesia coret babak play off piala dunia drama negosiator,IwanKurus8,2023-03-30 22:59:07+00:00,0.34
hal gak kek sepak bola tuh timnas u20 latih org israel,Erlan75810468,2023-03-30 22:56:32+00:00,0.0
klo ente nolak israel nerima israel pildun u20 indonesia,yohanes_suradi,2023-03-30 22:52:32+00:00,0.0
bodoh yatolak israel ada konsekuensinyaisrael lolos pildun u20 ada kwalifikasi lolosanehnya indo kait politik agama tenggelam mimpi rakyat indonesia tuan rumah,chresly_lela,2023-03-30 22:52:09+00:00,0.0
tips milu 2024 1 pikih pdip tolak israel u20 perintah partai anggota pdip cual 2 pilih pks partai hobi bikin huru hara politik identitas erik indonesia,Mancityfan31,2023-03-30 22:48:58+00:00,0.0
batal jd tuan rumah piala dunia u 20jelasnya tolak hadir timnas u20 dr israel blg klo bom jd tuan rumahemang perintah dgn dana fasilitas sarana prasarana aman dr teman2 kecoh,A1ki4_ku5_21,2023-03-30 22:46:44+00:00,0.0
gak batal kalo negosiator cerdas negosiator qatar pildun u20 indonesia timnas israel tanding wilayah negara indonesia coret babak play off piala dunia kalo negosiator pinter bloon drama,IwanKurus8,2023-03-30 22:44:21+00:00,0.34
negosiator cerdas negosiator qatar pildun u20 indonesia timnas israel tanding wilayah negara indonesia coret babak play off piala dunia kalo negosiator pinter bloon drama,IwanKurus8,2023-03-30 22:42:38+00:00,0.34
batal u20 penasaran anis tuju israel main bola,mas_alku,2023-03-30 22:39:43+00:00,0.0
momen israel u20 bikin buzzerp bingung pusing nggak ada bahan fitnah utk anies mrk sibuk klarifikasi gak dg narasi ngawur junjung gak salah mmg temu jalan,agusvelocity,2023-03-30 22:38:00+00:00,0.0
negosiator cerdas kelas negosiator qatar pildun u20 indonesia timnas israel tanding wilayah negara indonesia coret babak play off piala dunia kalo negosiator pinter bloon drama,IwanKurus8,2023-03-30 22:35:21+00:00,0.34
manusia olahraga urgensi tolak israel konstitusi jajah dunia hapus indonesia batal tuan rumah piala dunia u20 israel,Andri_papahaiza,2023-03-30 22:33:44+00:00,0.0
ada kecewa timnas u20 ga manfaat sentimen anti israel,GigihSatya,2023-03-30 22:29:43+00:00,-0.3182
lepas worldcup u20 fifa ga adil banned rusia worldcup qatar kmrn dgn dalih perang israel perang,sheilauc,2023-03-30 22:29:28+00:00,-0.4588
israel lolos piala dunia sesuai dasar sportifitas ganjar tolak israel tolak sportifitas dunia olah raga bangun dasar prinsipprinsip sportifitas tolak israel aaja tolak aportifitas fifa batal piala dunia u20,sastrotingkir,2023-03-30 22:29:20+00:00,0.0
ade2 tim u20 nih gw ksh tau ada 3 alas tolak timnas israel jasmerah sbb 1 langgar konstitusi nkri 2 founding father karno thn 1958 jg prnh tolak timnas israel 3 bentuk terima kasih indonesia palestina,GusTigaKilogram,2023-03-30 22:26:41+00:00,-0.2732
kalo negosiator pintar kelas negosiator qatar pildun indonesia timnas israel tanding wilayah negara indonesia coret babak play off piala dunia u20 2023 indonesia kalo negosiator pinter gak bloon drama,IwanKurus8,2023-03-30 22:26:38+00:00,0.34
paham publik salah publik salah tolak timnas israel piala dunia u20,imandnugroho,2023-03-30 22:25:30+00:00,0.0
2 faktor aman tolak israel bahaya aman selenggara piala dunia u20 jada tragedi kanjuruhan indonesia kaumkaum ekstrimis peristiwa terorisme indonesia,yaamahmud,2023-03-30 22:20:34+00:00,0.0
1 ga ada israel batal indonesia tuan rumah piala dunia u20 ada tragedi kanjuruhan alas batal kasih sanksi ringan eh selesai malah2 main2,ardi_riau5,2023-03-30 22:20:23+00:00,-0.2732
larang indonesia israel gak masuk indo tim israel palestina laga pildun u20selamat indonesia kena olah,ekoridhoprabowo,2023-03-30 22:19:06+00:00,0.0
ga bawa2 isu israelpalestina pssi gagal indonesia tuan rumah piala dunia u20,ivavalava,2023-03-30 22:18:40+00:00,0.0
cocok ganjar pasang anies sikap pks tolak tim israel u20 bisabisa elektabilitas ganjar nyungsep maksud hati cari simpati umat islam benci gemar sepak bola,Chanop86,2023-03-30 22:14:27+00:00,0.0
sy sikap bp tolak timnas israel sesuai dgn hati nurani bp kecewa bp lambat amp gub jateng hal pd u20 tp tdk tn israel paket tak pisah salam,janutomo,2023-03-30 22:11:21+00:00,0.0
dikuatirkan tolak ada piala dunia u20 2023 batal israel hadir indonesia,ymirbraun26,2023-03-30 22:08:00+00:00,0.0
jago bloon kalo pintar kelas negosiator qatar gak fifa berani batal tuan rumah indonesia pengaruh fifa coret keikutsertaan israel babak play off piala dunia u20 2023 alas langgar manusia jago bloon,IwanKurus8,2023-03-30 22:07:10+00:00,0.0772
batal piala dunia u20 ada tolak timnas israel tolak timnas israel salah yaa,janfer_kalumata,2023-03-30 22:07:01+00:00,0.0
laku kunci main adil milik standar ganda tangan rusia israel,bundaathira,2023-03-30 22:06:57+00:00,0.0
mimpi anak2 israel utk main piala dunia u20 wujud mimpi anak2 garuda utk main piala dunia u20 pupus fakta benci israel tdk ada untung rugi gak ajar,YokL97,2023-03-30 22:06:44+00:00,0.0
mental jongkok dubes palestina timnas israel u20 indonesia tanding ehh nolak logika,pasau_nimrod,2023-03-30 22:06:26+00:00,0.0
erick pssi paksa israel hadir indonesia piala dunia 2023 u20 batal,ymirbraun26,2023-03-30 22:05:56+00:00,0.0
kronologi konstitusi indo tolak pnjjah gt elite indo mngajukan indo jd tuan rumah u20 ad penjjh israel ddlmnya gt sbgian org indo tolak dtgnya israel krn tdk sesuai konstitusi gt u20 batal indo gt sbgian org indo protes tolak gt org indo ribut,SangRadian,2023-03-30 22:02:03+00:00,0.8176
maksud pks hidayat nur wahid piala dunia u20 gelar indonesia israel tdk jajah palestina rampas tanah palestina tepi barat benyamin netanyahu kemarin inirussia dielminir,ebasymeleh,2023-03-30 22:01:19+00:00,0.0
drama ketua pssi erick thohir lebay bangett indonesia host pd u20 fifa krn kualitas amp kualifikasi tp yes ga nuntaskan tragedi kanjuruhan adlh wajar klo cabut fifa jg ga bodo dgn isu gubernur jateng ganjar amp gubernur bal tolak israel,M4TT4_,2023-03-30 21:59:52+00:00,0.4019
ktt g20 gak ada israel bang piala dunia u20 ada israel gubernur bal takut,arrasyidfikri,2023-03-30 21:59:21+00:00,0.0
dukung ganjar presiden berikutnyatetapi sayang ganjar blunder dgn tolak tin u20 israelwajar dukung kecewa marah,BenyaminSidabu3,2023-03-30 21:58:44+00:00,0.0
statement akar tolak timnas israel u20 bangsawan israel non muslim,xxchz116,2023-03-30 21:57:38+00:00,0.0
palestina gk israel pildun u20 indonesia ente sok pahlawan,D_di_Chidisand,2023-03-30 21:57:33+00:00,0.3182
mending 1 nolak israel maen dgn konsekuensi batal jd tuan rumah piala dunia u20 batal maen piala dunia u20 2 biar israel maen timnas u20 indonesia bantai israel skor 100 200 dendam lampias,benykey,2023-03-30 21:57:11+00:00,0.0
kn dtolak israel bkn pildun dh dkasih usulsolusi jg israel bs main negri ttangga pssi lobi2nya aj mumpuni pssi hrs mmprbaiki dr dn selesekn knjuruhn dg adil pst g bkl dkucilkn adik2 u20ttp smngt msh bnyk ksmptn dpn matabuktikn kmampuan klian,AKu71678189,2023-03-30 21:56:44+00:00,0.0
no offense bgt ni pildun krn jalur tuan rumah narasi kubur mimpi anak2 muda udh keras latih partisipasi piala dunia u20 unless lolos kualifikasi diskualifikasi krn tuan rumahisrael shitshow br deh,bulljagg,2023-03-30 21:53:56+00:00,0.1877
israel tampil pildun u20 kalo situasi udh lanjur gin didenger,rodrigodemaul,2023-03-30 21:53:02+00:00,0.0
efek nolak timnas israel pildun u20 nkri malunyata2024 th hancur pdipnasdempksdemokrat setan anis amp sidongo ganjaraamiin,DominBin,2023-03-30 21:50:07+00:00,0.0
sedih lihat adek u20tapi respect kalo tolak israelhm,kayyiss_,2023-03-30 21:49:41+00:00,0.4767
ngak ada nolak piala dunia u20 tolak israel,opyy24208354,2023-03-30 21:47:10+00:00,0.0
milik acara u20fifa perintah rijokowi adakan rififa setujujadi atur fifa berlakubkn rikok tiba2 partai politik campurtdk kalah dg golyg siap2demoini urus pemerintahklu nolak tdk israel lolos june 22,qwertyrm,2023-03-30 21:45:00+00:00,0.0
pildun u20 batal 1 kondisi kepmen kemenlu ttg israel msh blm cabut tolak element perintah koster ganjar bawa bawa kisah bom bal tolak lembaga spt knpi 2 tangan kanjuruhan,montimalano,2023-03-30 21:44:12+00:00,0.0
kalimat tsb simpul kalo presiden dukung selenggara acara jamin aman tim israel u20,sinisterbutgood,2023-03-30 21:41:21+00:00,0.0
mimpi anak2 u20 israel utk main piala dunia wujud mimpi anak2 u20 indonesia utk main piala dunia pupus berkat ganjar koster trimakasih ganjar bravo palestin,YokL97,2023-03-30 21:39:02+00:00,0.0
tau dampak nolak pildun u20 israel sepak bola olahraga campur aduk politik wayan koster,TAMA_Pictures,2023-03-30 21:38:00+00:00,0.0
mimpi anak2 u20 israel utk main piala dunia wujud mimpi anak2 u20 indonesia utk main piala dunia pupus israel berkat dapet kentut palestin bravo palestin,YokL97,2023-03-30 21:36:35+00:00,0.0
rakyat indonesia ngerti jhon kecewa main timnas u20 indonesia initp ga politisasi jhonorang eluuuh n antek luuh salah murni nolak ga murni nolak cthganjar n koster salahindari nolak israelaneh,MOHAMAD26051170,2023-03-30 21:34:44+00:00,0.0
cari muka kamuawal nolak timnas u20 israel,Rio99606825,2023-03-30 21:34:17+00:00,0.0
piala dunia u20 batal indonesia kiamat timnas israel injak kaki indonesia piala dunia u20 tolak,Tamaddunmadinah,2023-03-30 21:32:19+00:00,0.0
usut tuntas adil batal indonesia tuan rumah u20 tolak orang israel politikus partai tuju elektabilitas andil,CocinaFrozen19,2023-03-30 21:31:53+00:00,0.0
tanggung nolak israel hingga indonesia batal tuan rumah pildun u20 2024 backlist pilih,TAMA_Pictures,2023-03-30 21:31:22+00:00,0.0
lumayan bacapres dukung partai pekaes keras tolak israel akibat indonesia gagal tuan rmh pildun u20 indonesia manfaat situasi licik bahaya,Warnilisssn,2023-03-30 21:29:34+00:00,0.0
bang ada benang merah pres bilang indonesia jd host pildun u20 blm tau israel masuk kemdian jd rame tau israel masuk smpi menlu jg msk pusar diskursus krn sy ada atur tdk ada bendera israel lagu bangsa,OliverTuming,2023-03-30 21:29:27+00:00,0.0
kmarin gibran udh brsedia klau solo alternatif untk tmpat drawing u20 emng bkin kesel sumpah mslah statement gub bal klompok2 nolak israel mski prnyataan gub bal ada bnernya duarrr bom bal auto cancel,icalPBSI15,2023-03-30 21:28:55+00:00,-0.25
salah lu kontol otak politik anjg gblk udh tau ni bola msh campur politik gala so an nolak israel nolak cmn negara indo mendng klo dukung am inggris prancis argen brazil fifs g bkl brani pildun u20 msh ttp indo,sapa_woy,2023-03-30 21:28:29+00:00,0.0
sok2an sedih u20 batal gelar indonesia krn cinta bola cinta jajah israel,Umyka__,2023-03-30 21:27:27+00:00,0.0
cuci tangan gagal wcup u20 orang islam tolak israel,ring1___,2023-03-30 21:20:21+00:00,0.0
nama ny jga ormas nolak israel trs nyalahin tragedi kanjuruhan gagal pildun u20 indo,sapa_woy,2023-03-30 21:18:09+00:00,0.0
tanding buka indo u20 0 10 israel u20,faizalhaqi17,2023-03-30 21:16:37+00:00,0.0
nyata tolak israel detik2 takir bentuk arogansi licik usaha manipulatif tuju fifa batal u20 indo fifa atur,ARKA6661,2023-03-30 21:16:36+00:00,0.0
bikin petisi tolak israel main u20 cup tu dah biang keladi mulo biajiangan uasuuuu,ze_zid,2023-03-30 21:15:04+00:00,0.0
juang timnas israel tdk main indonesia hasil sayang tumbal mahal timnas tak main indonesia ancam tak main pd u20,AdlawiSamsudin,2023-03-30 21:14:26+00:00,0.0
kanjuruhan bikin heboh dunia kalo ga salah jd nomer 2 korban sejarah sepak bola fifa nyopot indo krn sebrp besar kanjuruhan ga ngefek fifa tetep percaya sm indo jd tuan rumah pildun u20 fifa nyopot krn tolak thdp israel,TaTahir,2023-03-30 21:12:25+00:00,0.0
event2 krn ga ada sorot tekan besar muslim tolak israel indonesia israel tampil event2 tsb bukti bal welcome krn saudara bangsa beda iman tolak israel wc u20 koster jg tolak,Kappa_2023,2023-03-30 21:09:51+00:00,0.4588
salahganjar tolak tim israel pildun u20 kontenngga,dipo_sketch,2023-03-30 21:05:03+00:00,0.0
kasihan anak kecewa krn tak jd tampil pd u20 sembari cibir pedih rakyat palestina jajah israel pssi jgn ajar mrk instan utk jd world cup biar mrk juang kalah tim arti,_palungmariana,2023-03-30 21:03:49+00:00,0.0
allah hu akbar anak2 israel u20 raih mimpi main piala dunia anak2 dapaet kentut yaman,YokL97,2023-03-30 21:02:40+00:00,0.0
bodoh sdh ada panggil thd erickntohir tum pssi pd u20 batal gelar ham tragedi mati ratus supporter stadiun kanjuruhan tarik simpati dr umat musuh israel lari dr tanggung jaw,SultanHilmy,2023-03-30 21:02:08+00:00,0.2732
coyygp tandatangani konsensus sepakat jd tuan rumah u20 sdh tau ad team israel tiba2 khianat sepakat gub warga jabat publik laksana perintah kacung parpol faham ideologi suruh jd kacung parpol,saladin040337,2023-03-30 20:54:51+00:00,0.0
situasi om karna tolak timnas israel dah blom infrastruktur worldcup u20,pendislamet,2023-03-30 20:54:34+00:00,0.0
sapi identik warna putih suci bersih banteng identik warna hitam gelap jahat timnas israel pildun u20 otomatis peluang emas sapi tolak simpatisan kaum halu,NarimoPakde,2023-03-30 20:54:24+00:00,0.0
israel gak rugi mimpi anak2 u20 israel utk main piala dunia wujud mimpi anak2 u20 indonesia pupus allah israel,YokL97,2023-03-30 20:53:24+00:00,0.0
sy pikir ente tak menganalisa maksud amptujuan pdip tolak keikutsertaan israel wc u20 indonesia tak ada hitung politik matematik plus minus dg resiko main pdip ampkader lihat hasil,DarneNyoman,2023-03-30 20:45:02+00:00,0.0
lapor pakisrael batal u20 negara bubar,UdinAli65070880,2023-03-30 20:44:59+00:00,0.0
hahahaisrael hadir pd u20 woiitp bkn ind iyalahwong ind tuan rumah bener trmksh krn batal ind jd tuan rumah batal hadir timnas ind pd u20 2023,HutajuluEtha,2023-03-30 20:41:00+00:00,0.0
literasi wajib diviralkan hapus indonesia tuan rumah pd u20 tolak thd israel main ganjar pranowo ham mati ratus supporter stadiun kanjuruhan malang butuh bang podcast,SultanHilmy,2023-03-30 20:40:22+00:00,0.2732
sya pr tokoh tolak partisipasi israel pildun u20 krna amanat konstitisi bkn krna mrk tdk event tsb gelar ina jd btlnya ina jd host pildun u20 bkn krna statement pr tokoh ybs penegkn konstitusi,didingJA_,2023-03-30 20:36:29+00:00,0.0
timnas u20 paham alas fifa cabut status tuan rumah indonesia selamat timnas israel,KompasTV,2023-03-30 20:35:33+00:00,-0.2732
woy kampret tolak jajah palestina langsung akibat perang terima israel indonesia krn dasar olahraga bkn politik lihat mimpi anak bangsa main pildun u20 tlh kalah perang lo bangga,agussaefuddin36,2023-03-30 20:35:17+00:00,0.0
gw rakyat jelata sedihh sepakbola indonesia moga israel ngebolehin umat muslim ind ibadah masjid al aqsa timnas semangatt insya allah ada rencana allah swt indah amin,maruapey,2023-03-30 20:34:49+00:00,0.0
ketua komisi x trkesan knapa sjak 2019 stlah indo dittapkan jd tuan rumah krna tim israel jg pildun u20 pd th 2022,treds789,2023-03-30 20:34:31+00:00,0.0
pihak2 tolak israel pssi maksimal pildun u20,wobowobow,2023-03-30 20:32:12+00:00,0.0
lucu benci israeli tolak team sepak bola israel u20 main indonesia faktor sentimen agama tolak lemah legitimasi dunia internasional kasar malu,Sukardi2017,2023-03-30 20:28:13+00:00,0.0
batal mikirin timnas u20 mikirin israel israel lg,alterrfake,2023-03-30 20:27:25+00:00,0.0
nolak israelknpa cari muka yketika indonesia batal tuan rumah pildunpada bilang kecewa indonesia batal tuan rumah pildun u20sadar ngak ygara2 nolak timnas israel makany duka sepakbola indonesia,TinIsnaeni,2023-03-30 20:20:42+00:00,0.0
bela usung khilafah dg tolak timnas israel main u20 gak politik negara sepakbola meja diplomasi palestina gak berat,sukarja,2023-03-30 20:14:12+00:00,0.0
indonesia blm tuan rumah wc u20 thailand main gbk aj serang israel main hal anarkis,lucifer464646,2023-03-30 20:11:35+00:00,0.0
israel suka suka runner up piala eropa lolos pildun u20 knapa coret akn kenang sbagai gub bal buruk sjarah republik,mario_devan,2023-03-30 20:08:36+00:00,0.0
pdip omongkosong e hehe ngga dgn akibat tolak u20 israel bisa2 fifa sanksi pssi kejam tiri,Omkaroll1,2023-03-30 20:07:58+00:00,0.0
ganjar goblok tiket capres dr pdip bom bikin blunder ikut2an otak kuno tolak u20 israel bodoh e,Omkaroll1,2023-03-30 20:03:56+00:00,0.0
kalo pribadi netral israel bijak negara perintah up kemenpora pssi wenang indonesia jd tuan rmh wc u20 fifa dominan titik maaf jgn ajarin ok,DarneNyoman,2023-03-30 20:03:44+00:00,0.296
temanteman media tuh capres kait gagal indonesia tuan rumah piala dunia u20 tolak israel k indonesia sikap capres,Hadisuprapto01,2023-03-30 20:00:27+00:00,0.0
liat tau dr sisi dr sisi bbrpa org kontra u20 israel,RBintangksm,2023-03-30 19:57:53+00:00,0.0
goblok israel piala dunia u20 ngundang,Yoga_laziale12,2023-03-30 19:57:15+00:00,0.0
indonesia batal tuan rumah piala punia u20 urus politik agama olahraga sepak bola arab saudi negara muslim buka gelar piala dunia otak dipake maju israel,jefriwrw,2023-03-30 19:46:41+00:00,0.0
budkenapa terang nitizenbahwa pildun u20 pintu masuk syuriah indonesia amrik sekutu rusuh skenario dgn korban main israel sbg tumbal,MilenialSemar,2023-03-30 19:42:39+00:00,0.0
pssi upaya lobi fifa kait sanksi sabar tampil piala dunia u20 kiamat sikap diplomasi dg israel israel palestina langkah,Hadisuprapto01,2023-03-30 19:41:16+00:00,0.0
1 ramai ramai tolak israel 2ramai2 kecewa piala dunia u20 gagal 3ramai2 bilang kiamat 4ramai2 bilang semangat 5ramai2 kecam fifa 6ramai2 cuci tangan 7 kwkwkwkwkwwkwkw,rhoneylaw_,2023-03-30 19:38:46+00:00,0.0
israel ttep pildun u20 anak2 muda timnas u20 indonesia kubur impi tampil d ajang internasional harap moga senang,budi_dhrc,2023-03-30 19:38:27+00:00,0.0
bodoh otak udang tolak u20 israel gampang tuan rumah piala dunia manusia bodoh bikin indonesia tdk maju2,Omkaroll1,2023-03-30 19:38:20+00:00,0.0
tim utama argentina juara piala duniasedangkan u20 argentina gak lolosyoo isin lahdalam hal balbalan argentina luwe jual timbang indonesiafifa pinter sing digawe alas infrastruktur ambek kanjuruhannek sing digawe alas mergo israel dikiro engkok,Hendrivathurro1,2023-03-30 19:38:09+00:00,-0.4939
msh ada tim israel even taik anjing dgn klian bacot tolak plidun u20 jabat bangke,abdrohi93277722,2023-03-30 19:36:21+00:00,0.0
lama2 muak omong org2 pdip inti blg tdk tolak piala dunia u20 tp tolak tim israel tanding otak dmn waras mn bs tim lolos seleksi larang tanding gara2 sikap politik bikin jijik dgn org2,budi_darmaji,2023-03-30 19:36:14+00:00,0.0
tolak timnas israel piala dunia u20 indonesia salah kaprah,kompasiana,2023-03-30 19:34:09+00:00,0.0
this all shits still a business after all tetep butuh inti deh alas batalin u20 kanjuruhan israel bahas current circumstances,GIOLELAH,2023-03-30 19:33:31+00:00,-0.6369
niat sdh kalah keadaanbanyak simpatisan kecewaberpaling hati sah masyarakat coba klo ga statment tolak kontestan piala dunia u20 israel beda hasil,Dianadjiemunaji,2023-03-30 19:32:37+00:00,0.0
fraksi ppp komisi x rakor menpora tolak keikutsertaan israel u20,Belajar_Ngeditt,2023-03-30 19:26:17+00:00,0.0
orang ngeles cuci tangan pssi sdh alas fifa tangan buruk kanjuruhan tolak tim u20 israel trigger fifa utk putus pssi selenggara even piala dunia u20,hc_poirot,2023-03-30 19:25:17+00:00,-0.2732
plinkplanknya ganjar haha goblok indonesia tuan rumah piala dunia program jokowi difa test tuan rumah u20 ganjar dgn bodoh tolak u20 israel waooo bodoh e hehe,Omkaroll1,2023-03-30 19:20:29+00:00,0.4588
tdk ada bertanggungjawab tragedi kanjuruhan walat deh nggak host pd u20 gara2 politis amp berisik nolak israel,Yoga_laziale12,2023-03-30 19:16:17+00:00,0.0
wayan koster tolak israel piala dunia u20 kadek arel orang bal kecewa,KompasTV,2023-03-30 19:15:33+00:00,0.0
piala dunia u20 batal kalo karna tolak israel mending fifa fifa ga konsisten rusia kena sanksi fifa serang ukraina bela palestina ga kalo sudut pandang cari salah,Realsyahkw,2023-03-30 19:11:39+00:00,0.0
nyocot fifa ga anggeptapi koster pake surat tolak resmi buka thd team israel bikin gedhek fifa kunci gagal wc u20 ada koster gabener menclamencle,NeilZurong,2023-03-30 19:11:17+00:00,0.0
sedih batal lihat anak2 wakandonesia main wcu20 kesel fifa pssi israel hutang numpuk muka pas2an sakit susah sembuh trus dikomenin derita loe sabaaar hidup uji astagfirullah hal adzhim,DamDoolley,2023-03-30 19:07:32+00:00,0.0
standar ganda politis indonesia delegasi israel sidang ipu inter parliamentary union bal maret 2022 terima bendera israel kibar forum tsb pdhl jelas2 event politik wakil parlemen dunia wc u20 anak2 1719 th main bola,miro7bento,2023-03-30 19:07:12+00:00,0.0
israel tuan rumah u20 siapsiap tanding,ridoekal,2023-03-30 19:04:44+00:00,0.0
biar tau alas knp fifa tolak indonesia sbg tuan rumah u20 mending liat langsung website fifa ga krn nolak israel,ZuluAlphaEcho,2023-03-30 18:59:42+00:00,-0.2732
hasto lupa komitmentnya dgn tolak timnas israelsekarang dgn enteng bicara pdip sayang batal pildun u20 indonesiarakyat sdh lanjur sakit hati sulit unt memaafkantunggu 2024 kikmano pdip okeh,Budionotaslim3,2023-03-30 18:58:31+00:00,0.0
ralat berat pildun u20 bal bang doi tolak timnas israel main bal bang wkwk,astyashanum,2023-03-30 18:56:43+00:00,0.0
haelah lo jg nyerangnya main u20 indo coba serang israel lgsg gimana dah,andrie_gun,2023-03-30 18:56:03+00:00,0.0
hilang semangat loyalitas indonesia timur tolak israel libat piala dunia u20 urus olahraga politik lu fifa kacau,HabaOra18,2023-03-30 18:55:45+00:00,0.0
fifa batal indonesia tuan rumah u20 krn tolak israel,ZuluAlphaEcho,2023-03-30 18:51:24+00:00,0.0
permenlu terbit 2019 loh rezim ngajukan bidding pildun u20 timnas israel lolos 2022 lahh atur yaa jebak,Sipsipaaaaaaaaa,2023-03-30 18:41:30+00:00,0.0
hasto kristiyanto alas gubernur bal i wayan koster tolak timnas u20 israel,ChakrawalaS,2023-03-30 18:40:04+00:00,-0.2732
