"Date","Price","Open","Close","High","Low","Vol.","Change %"
"01/21/2020",1558.02,1560.85,1558.03,1568.65,1546.25,,-0.23
"01/20/2020",1561.58,1558.56,1560.85,1562.81,1556.35,,0.32
"01/17/2020",1556.61,1552.90,1558.56,1561.30,1549.26,,0.25
"01/16/2020",1552.79,1556.17,1552.90,1558.14,1547.85,,-0.22
"01/15/2020",1556.19,1546.26,1556.17,1558.23,1546.01,,0.64
"01/14/2020",1546.37,1548.31,1546.26,1548.80,1535.88,,-0.12
"01/13/2020",1548.30,1562.29,1548.31,1562.30,1546.52,,-0.89
"01/10/2020",1562.28,1552.26,1562.29,1563.19,1545.32,,0.64
"01/09/2020",1552.37,1555.76,1552.26,1561.33,1539.88,,-0.22
"01/08/2020",1555.81,1573.99,1555.76,1611.00,1551.97,,-1.16
"01/07/2020",1573.99,1565.93,1573.99,1577.38,1555.10,,0.51
"01/06/2020",1565.96,1560.59,1565.93,1582.69,1560.59,,0.92
"01/03/2020",1551.65,1529.11,1560.59,1553.45,1527.95,,1.49
"01/02/2020",1528.94,1517.13,1529.11,1531.30,1517.09,,0.77
"01/01/2020",1517.30,1517.26,1517.13,1517.48,1517.20,,-0.01
"12/31/2019",1517.39,1515.51,1517.26,1525.59,1514.79,,0.14
"12/30/2019",1515.22,1511.49,1515.51,1516.30,1509.96,,0.30
"12/27/2019",1510.67,1511.55,1511.49,1515.34,1506.73,,-0.06
"12/26/2019",1511.55,1499.41,1511.55,1512.55,1497.45,,0.80
"12/25/2019",1499.55,1499.55,1499.41,1499.55,1499.55,,0.00
"12/24/2019",1499.56,1486.07,1499.55,1501.08,1484.96,,0.95
"12/23/2019",1485.52,1478.20,1486.07,1486.16,1477.50,,0.50
"12/20/2019",1478.20,1479.29,1478.20,1481.06,1475.50,,-0.06
"12/19/2019",1479.15,1475.29,1479.29,1481.90,1472.60,,0.25
"12/18/2019",1475.44,1476.45,1475.29,1479.39,1470.10,,-0.07
"12/17/2019",1476.45,1476.25,1476.45,1480.61,1474.06,,0.01
"12/16/2019",1476.25,1475.45,1476.25,1479.86,1472.80,,0.03
"12/13/2019",1475.81,1469.62,1475.45,1478.00,1462.41,,0.43
"12/12/2019",1469.43,1474.85,1469.62,1486.90,1464.45,,-0.37
"12/11/2019",1474.85,1464.04,1474.85,1478.90,1462.14,,0.73
"12/10/2019",1464.21,1462.08,1464.04,1469.24,1459.55,,0.15
"12/09/2019",1461.99,1459.19,1462.08,1465.50,1458.55,,0.15
"12/06/2019",1459.76,1475.85,1459.19,1477.15,1458.42,,-1.08
"12/05/2019",1475.70,1474.06,1475.85,1480.50,1472.60,,0.09
"12/04/2019",1474.35,1477.21,1474.06,1484.25,1471.21,,-0.20
"12/03/2019",1477.34,1462.50,1477.21,1481.90,1458.87,,1.02
"12/02/2019",1462.44,1466.73,1462.50,1466.73,1453.70,,-0.16
"11/29/2019",1464.80,1456.70,1466.73,1467.21,1453.38,,0.44
"11/28/2019",1458.34,1456.85,1456.70,1458.45,1454.19,,0.27
"11/27/2019",1454.35,1461.35,1456.85,1461.82,1452.20,,-0.50
"11/26/2019",1461.60,1455.28,1461.35,1463.06,1450.70,,0.46
"11/25/2019",1454.97,1462.14,1455.28,1462.14,1453.50,,-0.50
"11/22/2019",1462.29,1464.40,1462.14,1473.15,1461.00,,-0.14
"11/21/2019",1464.40,1471.40,1464.40,1475.85,1462.43,,-0.47
"11/20/2019",1471.25,1472.39,1471.40,1478.90,1465.66,,-0.08
"11/19/2019",1472.38,1470.85,1472.39,1475.50,1464.30,,0.10
"11/18/2019",1470.85,1467.51,1470.85,1474.10,1455.97,,0.24
"11/15/2019",1467.37,1471.20,1467.51,1471.43,1462.05,,-0.26
"11/14/2019",1471.20,1463.18,1471.20,1474.48,1460.76,,0.55
"11/13/2019",1463.19,1457.19,1463.18,1467.14,1455.90,,0.41
"11/12/2019",1457.19,1455.79,1457.19,1460.32,1445.43,,0.09
"11/11/2019",1455.90,1458.96,1455.79,1466.59,1448.14,,-0.19
"11/08/2019",1458.66,1468.01,1458.96,1473.25,1456.05,,-0.64
"11/07/2019",1468.07,1490.29,1468.01,1492.32,1461.00,,-1.50
"11/06/2019",1490.46,1484.10,1490.29,1494.30,1482.21,,0.43
"11/05/2019",1484.10,1509.64,1484.10,1509.90,1479.35,,-1.69
"11/04/2019",1509.63,1513.80,1509.64,1514.93,1504.46,,-0.29
"11/01/2019",1513.95,1513.53,1513.80,1515.81,1503.30,,0.04
"10/31/2019",1513.36,1496.39,1513.53,1514.39,1493.64,,1.20
"10/30/2019",1495.40,1487.60,1496.39,1496.80,1481.02,,0.52
"10/29/2019",1487.60,1492.64,1487.60,1495.00,1483.71,,-0.34
"10/28/2019",1492.69,1504.21,1492.64,1508.36,1489.65,,-0.80
"10/25/2019",1504.73,1504.75,1504.21,1518.10,1500.55,,0.07
"10/24/2019",1503.65,1492.30,1504.75,1504.21,1488.02,,0.77
"10/23/2019",1492.10,1488.20,1492.30,1496.24,1487.49,,0.27
"10/22/2019",1488.05,1484.66,1488.20,1489.17,1480.84,,0.24
"10/21/2019",1484.50,1492.02,1484.66,1495.31,1481.75,,-0.38
"10/18/2019",1490.10,1492.32,1492.02,1494.33,1484.80,,-0.12
"10/17/2019",1491.89,1490.40,1492.32,1497.43,1483.35,,0.14
"10/16/2019",1489.77,1481.28,1490.40,1491.60,1477.05,,0.58
"10/15/2019",1481.17,1493.25,1481.28,1497.99,1477.46,,-0.79
"10/14/2019",1492.90,1488.60,1493.25,1497.10,1482.60,,0.20
"10/11/2019",1489.85,1494.46,1488.60,1503.49,1474.30,,-0.30
"10/10/2019",1494.30,1505.60,1494.46,1517.07,1491.40,,-0.76
"10/09/2019",1505.70,1506.06,1505.60,1511.60,1499.70,,0.01
"10/08/2019",1505.51,1493.40,1506.06,1508.56,1487.49,,0.80
"10/07/2019",1493.60,1504.76,1493.40,1509.47,1489.94,,-0.73
"10/04/2019",1504.60,1505.19,1504.76,1510.94,1497.01,,-0.03
"10/03/2019",1505.00,1499.55,1505.19,1518.75,1495.85,,0.37
"10/02/2019",1499.51,1479.19,1499.55,1504.98,1474.25,,1.39
"10/01/2019",1478.98,1472.30,1479.19,1487.42,1458.90,,0.46
"09/30/2019",1472.25,1497.08,1472.30,1500.50,1464.24,,-1.65
"09/27/2019",1496.94,1506.18,1497.08,1507.79,1486.98,,-0.59
"09/26/2019",1505.80,1503.89,1506.18,1512.60,1501.74,,0.11
"09/25/2019",1504.15,1531.60,1503.89,1535.40,1501.41,,-1.84
"09/24/2019",1532.30,1522.50,1531.60,1536.10,1515.95,,0.67
"09/23/2019",1522.12,1516.65,1522.50,1527.05,1511.35,,0.33
"09/20/2019",1517.15,1499.60,1516.65,1517.21,1498.00,,1.20
"09/19/2019",1499.20,1493.60,1499.60,1504.20,1488.80,,0.35
"09/18/2019",1493.90,1501.40,1493.60,1511.25,1484.41,,-0.61
"09/17/2019",1503.10,1499.45,1501.40,1507.90,1493.90,,0.29
"09/16/2019",1498.80,1503.59,1499.45,1512.81,1496.20,,0.68
"09/13/2019",1488.70,1498.45,1503.59,1509.06,1485.51,,-0.68
"09/12/2019",1498.95,1497.45,1498.45,1523.86,1488.65,,0.09
"09/11/2019",1497.60,1486.45,1497.45,1498.41,1484.90,,0.75
"09/10/2019",1486.40,1499.60,1486.45,1501.90,1484.80,,-0.84
"09/09/2019",1498.95,1507.10,1499.60,1515.50,1497.60,,-0.53
"09/06/2019",1506.95,1519.25,1507.10,1527.70,1502.75,,-0.82
"09/05/2019",1519.35,1552.45,1519.25,1553.25,1509.28,,-2.14
"09/04/2019",1552.60,1547.05,1552.45,1557.25,1533.68,,0.36
"09/03/2019",1547.00,1529.60,1547.05,1549.80,1521.40,,1.07
"09/02/2019",1530.59,1520.05,1529.60,1533.77,1519.05,,0.68
"08/30/2019",1520.25,1527.60,1520.05,1533.40,1517.51,,-0.49
"08/29/2019",1527.70,1539.20,1527.60,1550.70,1519.40,,-0.74
"08/28/2019",1539.10,1541.69,1539.20,1547.10,1531.50,,-0.23
"08/27/2019",1542.64,1526.25,1541.69,1544.63,1524.75,,1.07
"08/26/2019",1526.35,1539.25,1526.25,1554.91,1524.55,,-0.03
"08/23/2019",1526.85,1499.55,1539.25,1530.43,1493.45,,1.87
"08/22/2019",1498.80,1502.10,1499.55,1504.60,1491.70,,-0.23
"08/21/2019",1502.30,1507.70,1502.10,1508.40,1496.10,,-0.32
"08/20/2019",1507.10,1495.55,1507.70,1508.39,1492.75,,0.79
"08/19/2019",1495.30,1511.00,1495.55,1512.90,1492.40,,-1.24
"08/16/2019",1514.15,1524.00,1511.00,1527.80,1504.20,,-0.59
"08/15/2019",1523.20,1516.74,1524.00,1526.76,1508.25,,0.45
"08/14/2019",1516.34,1501.38,1516.74,1524.10,1494.25,,1.00
"08/13/2019",1501.39,1510.61,1501.38,1534.56,1481.31,,-0.66
"08/12/2019",1511.40,1497.51,1510.61,1517.71,1487.68,,0.95
"08/09/2019",1497.24,1501.40,1497.51,1508.40,1494.62,,-0.25
"08/08/2019",1500.95,1501.95,1501.40,1510.35,1490.74,,-0.02
"08/07/2019",1501.20,1474.25,1501.95,1510.40,1472.36,,1.83
"08/06/2019",1474.27,1464.20,1474.25,1475.21,1456.65,,0.72
"08/05/2019",1463.80,1440.60,1464.20,1469.80,1436.90,,1.60
"08/02/2019",1440.70,1445.66,1440.60,1448.05,1430.08,,-0.32
"08/01/2019",1445.31,1411.21,1445.66,1445.81,1400.56,,2.23
"07/31/2019",1413.80,1430.91,1411.21,1432.94,1411.35,,-1.19
"07/30/2019",1430.85,1426.71,1430.91,1433.03,1421.91,,0.27
"07/29/2019",1426.94,1419.04,1426.71,1428.25,1416.86,,0.58
"07/26/2019",1418.69,1414.59,1419.04,1424.80,1413.77,,0.29
"07/25/2019",1414.53,1426.60,1414.59,1433.86,1411.17,,-0.80
"07/24/2019",1425.90,1417.26,1426.60,1429.30,1416.20,,0.60
"07/23/2019",1417.39,1425.15,1417.26,1429.25,1414.20,,-0.54
"07/22/2019",1425.12,1425.15,1425.15,1429.83,1422.35,,-0.01
"07/19/2019",1425.30,1446.38,1425.15,1452.98,1420.29,,-1.45
"07/18/2019",1446.30,1426.90,1446.38,1448.30,1414.66,,1.37
"07/17/2019",1426.80,1406.41,1426.90,1427.00,1399.95,,1.46
"07/16/2019",1406.33,1414.69,1406.41,1418.43,1401.18,,-0.55
"07/15/2019",1414.08,1415.90,1414.69,1419.75,1407.76,,-0.12
"07/12/2019",1415.74,1403.85,1415.90,1416.88,1403.06,,0.84
"07/11/2019",1404.00,1419.40,1403.85,1426.40,1401.60,,-1.06
"07/10/2019",1419.00,1397.80,1419.40,1419.20,1389.75,,1.51
"07/09/2019",1397.90,1395.30,1397.80,1399.90,1386.21,,0.17
"07/08/2019",1395.50,1399.95,1395.30,1407.90,1391.75,,-0.32
"07/05/2019",1399.95,1415.81,1399.95,1424.36,1386.92,,-1.11
"07/04/2019",1415.64,1419.80,1415.81,1422.00,1410.59,,-0.23
"07/03/2019",1418.94,1419.95,1419.80,1436.39,1412.48,,0.04
"07/02/2019",1418.44,1383.40,1419.95,1419.72,1383.40,,2.47
"07/01/2019",1384.31,1392.83,1383.40,1397.56,1381.76,,-1.79
"06/28/2019",1409.50,1409.56,1392.83,1424.64,1406.81,,-0.01
"06/27/2019",1409.68,1409.56,1409.56,1412.00,1400.25,,0.07
"06/26/2019",1408.75,1423.91,1409.56,1424.06,1402.38,,-1.02
"06/25/2019",1423.25,1419.17,1423.91,1439.03,1412.30,,0.26
"06/24/2019",1419.55,1401.35,1419.17,1421.30,1400.48,,1.47
"06/21/2019",1399.05,1388.22,1401.35,1411.18,1382.40,,0.78
"06/20/2019",1388.18,1360.36,1388.22,1393.24,1357.80,,2.05
"06/19/2019",1360.27,1346.56,1360.36,1362.50,1341.15,,1.02
"06/18/2019",1346.48,1340.09,1346.56,1354.60,1338.65,,0.52
"06/17/2019",1339.54,1341.91,1340.09,1343.38,1332.70,,-0.15
"06/14/2019",1341.58,1341.55,1341.91,1358.29,1337.83,,-0.06
"06/13/2019",1342.35,1334.00,1341.55,1343.43,1332.27,,0.66
"06/12/2019",1333.55,1326.78,1334.00,1338.62,1326.18,,0.50
"06/11/2019",1326.91,1328.26,1326.78,1330.06,1319.60,,-0.09
"06/10/2019",1328.13,1335.96,1328.26,1337.84,1324.90,,-0.94
"06/07/2019",1340.70,1335.60,1335.96,1348.48,1330.08,,0.39
"06/06/2019",1335.55,1332.36,1335.60,1340.43,1327.80,,0.40
"06/05/2019",1330.18,1325.50,1332.36,1344.26,1324.60,,0.37
"06/04/2019",1325.28,1325.05,1325.50,1329.38,1319.98,,0.01
"06/03/2019",1325.17,1307.55,1325.05,1328.30,1306.70,,1.50
"05/31/2019",1305.65,1288.35,1307.55,1307.04,1288.09,,1.30
"05/30/2019",1288.85,1279.71,1288.35,1289.22,1274.79,,0.72
"05/29/2019",1279.60,1279.71,1279.71,1285.77,1278.87,,0.01
"05/28/2019",1279.49,1285.59,1279.71,1286.86,1276.07,,-0.44
"05/27/2019",1285.20,1285.80,1285.59,1287.72,1283.80,,0.02
"05/24/2019",1284.89,1283.40,1285.80,1285.42,1280.45,,0.11
"05/23/2019",1283.45,1273.80,1283.40,1287.63,1272.58,,0.77
"05/22/2019",1273.62,1274.61,1273.80,1277.42,1272.15,,-0.11
"05/21/2019",1274.97,1277.95,1274.61,1278.06,1269.22,,-0.22
"05/20/2019",1277.74,1277.80,1277.95,1279.14,1273.47,,0.01
"05/17/2019",1277.55,1286.50,1277.80,1289.29,1274.91,,-0.71
"05/16/2019",1286.65,1296.75,1286.50,1298.92,1283.95,,-0.77
"05/15/2019",1296.66,1297.17,1296.75,1301.02,1292.70,,-0.03
"05/14/2019",1297.03,1300.11,1297.17,1303.51,1293.33,,-0.22
"05/13/2019",1299.90,1286.56,1300.11,1301.35,1281.60,,1.08
"05/10/2019",1286.00,1284.36,1286.56,1289.73,1283.21,,0.14
"05/09/2019",1284.14,1280.49,1284.36,1288.52,1279.41,,0.25
"05/08/2019",1280.93,1284.16,1280.49,1291.79,1279.35,,-0.33
"05/07/2019",1285.15,1281.55,1284.16,1286.74,1278.50,,0.38
"05/06/2019",1280.33,1281.06,1281.55,1285.76,1276.60,,0.09
"05/03/2019",1279.19,1270.61,1281.06,1282.67,1268.81,,0.68
"05/02/2019",1270.54,1276.81,1270.61,1278.18,1266.10,,-0.48
"05/01/2019",1276.61,1283.46,1276.81,1287.21,1272.99,,-0.54
"04/30/2019",1283.60,1279.98,1283.46,1286.39,1279.54,,0.30
"04/29/2019",1279.80,1286.40,1279.98,1286.81,1277.78,,-0.50
"04/26/2019",1286.25,1277.42,1286.40,1288.99,1276.05,,0.70
"04/25/2019",1277.35,1275.60,1277.42,1282.78,1273.50,,0.16
"04/24/2019",1275.36,1272.31,1275.60,1278.74,1268.55,,0.23
"04/23/2019",1272.40,1275.26,1272.31,1276.66,1266.15,,-0.20
"04/22/2019",1274.92,1275.83,1275.26,1279.96,1273.45,,-0.04
"04/18/2019",1275.39,1273.38,1275.83,1277.95,1271.02,,0.10
"04/17/2019",1274.14,1276.86,1273.38,1280.06,1272.93,,-0.19
"04/16/2019",1276.57,1287.91,1276.86,1289.00,1273.10,,-0.88
"04/15/2019",1287.88,1290.45,1287.91,1292.01,1282.21,,-0.20
"04/12/2019",1290.40,1292.30,1290.45,1296.05,1290.11,,-0.17
"04/11/2019",1292.60,1307.95,1292.30,1309.36,1289.45,,-1.18
"04/10/2019",1308.05,1303.96,1307.95,1310.75,1300.89,,0.30
"04/09/2019",1304.13,1297.24,1303.96,1306.34,1296.55,,0.52
"04/08/2019",1297.41,1291.65,1297.24,1303.86,1291.35,,0.44
"04/05/2019",1291.70,1292.46,1291.65,1293.77,1284.46,,-0.05
"04/04/2019",1292.38,1289.95,1292.46,1294.36,1280.84,,0.19
"04/03/2019",1289.90,1292.21,1289.95,1294.67,1288.20,,-0.25
"04/02/2019",1293.15,1287.55,1292.21,1293.15,1285.16,,0.43
"04/01/2019",1287.66,1291.33,1287.55,1297.04,1286.50,,-0.35
"03/29/2019",1292.15,1290.14,1291.33,1299.82,1286.60,,0.12
"03/28/2019",1290.55,1309.85,1290.14,1312.63,1288.70,,-1.47
"03/27/2019",1309.87,1315.81,1309.85,1319.57,1308.07,,-0.43
"03/26/2019",1315.51,1321.51,1315.81,1323.24,1312.51,,-0.48
"03/25/2019",1321.90,1313.05,1321.51,1324.43,1310.80,,0.65
"03/22/2019",1313.38,1309.14,1313.05,1315.08,1306.81,,0.30
"03/21/2019",1309.45,1312.64,1309.14,1320.47,1303.25,,-0.23
"03/20/2019",1312.48,1305.61,1312.64,1316.83,1298.50,,0.45
"03/19/2019",1306.55,1303.45,1305.61,1311.07,1302.45,,0.22
"03/18/2019",1303.70,1301.64,1303.45,1306.78,1298.12,,0.18
"03/15/2019",1301.38,1295.74,1301.64,1306.58,1293.66,,0.39
"03/14/2019",1296.28,1309.61,1295.74,1310.46,1292.75,,-0.99
"03/13/2019",1309.28,1302.01,1309.61,1311.33,1300.56,,0.56
"03/12/2019",1302.01,1293.71,1302.01,1302.19,1292.06,,0.60
"03/11/2019",1294.25,1298.70,1293.71,1299.27,1290.15,,-0.32
"03/08/2019",1298.39,1285.91,1298.70,1300.99,1285.29,,0.98
"03/07/2019",1285.74,1286.71,1285.91,1289.06,1281.16,,-0.08
"03/06/2019",1286.76,1287.62,1286.71,1291.07,1283.45,,-0.05
"03/05/2019",1287.43,1286.67,1287.62,1289.75,1280.95,,0.06
"03/04/2019",1286.66,1293.62,1286.67,1297.11,1282.75,,-0.53
"03/01/2019",1293.56,1312.81,1293.62,1315.33,1290.16,,-1.48
"02/28/2019",1313.05,1320.18,1312.81,1327.42,1312.54,,-0.52
"02/27/2019",1319.88,1328.91,1320.18,1329.63,1316.51,,-0.68
"02/26/2019",1328.96,1327.44,1328.91,1330.59,1323.61,,0.14
"02/25/2019",1327.12,1328.57,1327.44,1332.59,1325.03,,-0.05
"02/22/2019",1327.80,1323.52,1328.57,1333.17,1321.16,,0.33
"02/21/2019",1323.49,1338.89,1323.52,1341.88,1322.24,,-1.12
"02/20/2019",1338.49,1341.25,1338.89,1346.81,1336.63,,-0.20
"02/19/2019",1341.16,1325.90,1341.25,1341.87,1322.33,,1.07
"02/18/2019",1326.90,1321.95,1325.90,1328.39,1321.11,,0.42
"02/15/2019",1321.41,1312.98,1321.95,1322.98,1311.16,,0.68
"02/14/2019",1312.55,1306.16,1312.98,1314.43,1302.63,,0.49
"02/13/2019",1306.19,1310.88,1306.16,1318.19,1304.50,,-0.36
"02/12/2019",1310.89,1308.55,1310.88,1315.12,1306.64,,0.20
"02/11/2019",1308.33,1314.22,1308.55,1314.88,1303.58,,-0.44
"02/08/2019",1314.07,1310.14,1314.22,1315.72,1307.23,,0.30
"02/07/2019",1310.09,1305.87,1310.14,1311.99,1302.17,,0.30
"02/06/2019",1306.22,1315.03,1305.87,1315.88,1305.38,,-0.67
"02/05/2019",1315.01,1311.75,1315.03,1316.86,1310.30,,0.25
"02/04/2019",1311.75,1317.55,1311.75,1318.80,1308.26,,-0.47
"02/01/2019",1318.00,1320.95,1317.55,1323.58,1315.66,,-0.22
"01/31/2019",1320.94,1320.18,1320.95,1326.68,1317.55,,0.08
"01/30/2019",1319.91,1312.27,1320.18,1323.74,1308.81,,0.61
"01/29/2019",1311.93,1303.53,1312.27,1312.05,1302.12,,0.64
"01/28/2019",1303.53,1303.49,1303.53,1304.49,1297.26,,0.02
"01/25/2019",1303.22,1280.94,1303.49,1303.69,1279.39,,1.74
"01/24/2019",1280.94,1282.74,1280.94,1285.15,1276.97,,-0.11
"01/23/2019",1282.39,1285.34,1282.74,1286.92,1278.38,,-0.21
"01/22/2019",1285.04,1279.73,1285.34,1285.84,1277.25,,0.37
"01/21/2019",1280.28,1281.75,1279.73,1284.29,1277.06,,-0.09
"01/18/2019",1281.49,1292.18,1281.75,1292.86,1280.64,,-0.81
"01/17/2019",1291.90,1293.99,1292.18,1295.84,1288.96,,-0.13
"01/16/2019",1293.52,1289.13,1293.99,1295.02,1287.59,,0.33
"01/15/2019",1289.31,1291.76,1289.13,1294.70,1286.37,,-0.19
"01/14/2019",1291.73,1287.16,1291.76,1295.90,1287.16,,0.29
"01/11/2019",1288.00,1286.72,1287.16,1295.65,1286.25,,0.13
"01/10/2019",1286.38,1293.11,1286.72,1297.14,1285.81,,-0.52
"01/09/2019",1293.13,1285.36,1293.11,1293.95,1279.63,,0.61
"01/08/2019",1285.35,1289.13,1285.36,1290.69,1279.20,,-0.26
"01/07/2019",1288.67,1285.78,1289.13,1295.14,1282.29,,0.29
"01/04/2019",1284.92,1294.06,1285.78,1298.51,1276.49,,-0.70
"01/03/2019",1293.99,1285.12,1294.06,1295.27,1284.16,,0.72
"01/02/2019",1284.77,1281.62,1285.12,1288.69,1278.33,,0.17
"01/01/2019",1282.62,1283.13,1281.62,1283.24,1282.62,,-0.02
"12/31/2018",1282.82,1280.08,1283.13,1284.18,1277.09,,0.16
"12/28/2018",1280.75,1275.22,1280.08,1282.17,1273.98,,0.43
"12/27/2018",1275.22,1266.89,1275.22,1279.04,1266.09,,0.65
"12/26/2018",1266.98,1270.33,1266.89,1279.14,1264.34,,-0.17
"12/24/2018",1269.13,1259.09,1270.33,1270.13,1258.34,,1.04
"12/21/2018",1256.01,1260.10,1259.09,1262.84,1253.37,,-0.33
"12/20/2018",1260.14,1243.70,1260.10,1266.79,1242.89,,1.35
"12/19/2018",1243.39,1249.67,1243.70,1258.41,1241.54,,-0.48
"12/18/2018",1249.38,1246.01,1249.67,1250.36,1244.44,,0.28
"12/17/2018",1245.91,1237.25,1246.01,1248.18,1235.47,,0.62
"12/14/2018",1238.21,1242.41,1237.25,1243.11,1232.48,,-0.34
"12/13/2018",1242.46,1246.02,1242.41,1247.13,1240.23,,-0.27
"12/12/2018",1245.80,1243.25,1246.02,1247.56,1241.95,,0.23
"12/11/2018",1242.94,1244.53,1243.25,1249.62,1240.55,,-0.13
"12/10/2018",1244.59,1250.43,1244.53,1250.62,1241.21,,-0.28
"12/07/2018",1248.10,1238.32,1250.43,1250.42,1237.49,,0.82
"12/06/2018",1237.99,1237.87,1238.32,1244.70,1234.64,,0.03
"12/05/2018",1237.56,1238.54,1237.87,1239.35,1232.96,,-0.08
"12/04/2018",1238.55,1231.35,1238.54,1242.24,1230.41,,0.61
"12/03/2018",1231.08,1223.12,1231.35,1234.94,1221.09,,0.75
"11/30/2018",1221.97,1223.97,1223.12,1225.65,1216.24,,-0.17
"11/29/2018",1223.99,1221.43,1223.97,1229.35,1220.49,,0.24
"11/28/2018",1221.11,1214.64,1221.43,1226.32,1210.73,,0.53
"11/27/2018",1214.69,1222.65,1214.64,1225.60,1211.74,,-0.63
"11/26/2018",1222.37,1224.00,1222.65,1228.13,1221.14,,-0.07
"11/23/2018",1223.19,1227.33,1224.00,1229.27,1220.53,,-0.35
"11/22/2018",1227.45,1226.69,1227.33,1229.80,1225.30,,0.12
"11/21/2018",1226.02,1221.55,1226.69,1230.15,1219.23,,0.37
"11/20/2018",1221.55,1224.37,1221.55,1229.17,1219.67,,-0.20
"11/19/2018",1224.05,1221.76,1224.37,1225.26,1217.52,,0.21
"11/16/2018",1221.47,1213.02,1221.76,1225.37,1212.48,,0.70
"11/15/2018",1213.00,1210.87,1213.02,1216.36,1207.56,,0.17
"11/14/2018",1210.91,1202.26,1210.87,1216.33,1197.12,,0.71
"11/13/2018",1202.35,1200.96,1202.26,1205.57,1196.29,,0.14
"11/12/2018",1200.65,1209.46,1200.96,1211.45,1200.18,,-0.74
"11/09/2018",1209.60,1223.88,1209.46,1223.97,1206.52,,-1.14
"11/08/2018",1223.54,1225.99,1223.88,1227.05,1219.63,,-0.21
"11/07/2018",1226.11,1227.24,1225.99,1236.23,1223.31,,-0.06
"11/06/2018",1226.80,1231.66,1227.24,1236.31,1223.41,,-0.37
"11/05/2018",1231.30,1233.36,1231.66,1235.46,1226.88,,-0.13
"11/02/2018",1232.89,1234.04,1233.36,1236.79,1229.85,,-0.03
"11/01/2018",1233.24,1215.20,1234.04,1237.83,1214.84,,1.54
"10/31/2018",1214.54,1223.00,1215.20,1223.70,1211.92,,-0.73
"10/30/2018",1223.44,1230.17,1223.00,1231.45,1220.22,,-0.51
"10/29/2018",1229.74,1234.16,1230.17,1235.79,1224.45,,-0.31
"10/26/2018",1233.59,1232.24,1234.16,1243.73,1229.80,,0.11
"10/25/2018",1232.23,1234.59,1232.24,1239.85,1228.08,,-0.16
"10/24/2018",1234.22,1231.06,1234.59,1234.27,1225.74,,0.30
"10/23/2018",1230.49,1222.32,1231.06,1240.00,1221.72,,0.68
"10/22/2018",1222.17,1228.61,1222.32,1230.18,1220.30,,-0.34
"10/19/2018",1226.32,1225.66,1228.61,1231.07,1223.03,,0.05
"10/18/2018",1225.75,1222.35,1225.66,1230.85,1218.78,,0.25
"10/17/2018",1222.68,1224.08,1222.35,1229.90,1220.32,,-0.14
"10/16/2018",1224.43,1227.12,1224.08,1232.77,1223.35,,-0.20
"10/15/2018",1226.93,1217.45,1227.12,1233.65,1217.40,,0.74
"10/12/2018",1217.93,1224.17,1217.45,1224.45,1215.61,,-0.52
"10/11/2018",1224.33,1195.01,1224.17,1226.87,1191.30,,2.47
"10/10/2018",1194.78,1189.59,1195.01,1195.19,1185.22,,0.43
"10/09/2018",1189.62,1189.01,1189.59,1192.23,1183.49,,0.14
"10/08/2018",1188.01,1203.14,1189.01,1204.49,1183.58,,-1.23
"10/05/2018",1202.86,1199.41,1203.14,1206.18,1197.00,,0.27
"10/04/2018",1199.66,1197.35,1199.41,1207.11,1195.76,,0.19
"10/03/2018",1197.37,1203.39,1197.35,1208.77,1196.71,,-0.48
"10/02/2018",1203.10,1189.20,1203.39,1208.65,1188.57,,1.23
"10/01/2018",1188.47,1192.55,1189.20,1192.95,1184.95,,-0.30
"09/28/2018",1192.09,1183.21,1192.55,1194.00,1180.74,,0.79
"09/27/2018",1182.80,1194.80,1183.21,1198.94,1181.98,,-0.98
"09/26/2018",1194.46,1201.23,1194.80,1202.84,1190.53,,-0.57
"09/25/2018",1201.31,1198.84,1201.23,1203.71,1197.21,,0.20
"09/24/2018",1198.86,1198.56,1198.84,1204.48,1194.23,,-0.06
"09/21/2018",1199.55,1207.52,1198.56,1211.47,1191.97,,-0.66
"09/20/2018",1207.58,1204.16,1207.52,1209.14,1201.47,,0.30
"09/19/2018",1203.99,1197.84,1204.16,1206.53,1197.81,,0.47
"09/18/2018",1198.35,1202.14,1197.84,1204.28,1196.21,,-0.21
"09/17/2018",1200.93,1193.18,1202.14,1205.20,1192.97,,0.60
"09/14/2018",1193.71,1201.76,1193.18,1208.98,1193.13,,-0.64
"09/13/2018",1201.44,1207.30,1201.76,1213.39,1200.37,,-0.39
"09/12/2018",1206.19,1198.93,1207.30,1209.22,1192.90,,0.66
"09/11/2018",1198.29,1195.73,1198.93,1200.12,1187.95,,0.20
"09/10/2018",1195.88,1195.12,1195.73,1198.92,1191.52,,0.00
"09/07/2018",1195.86,1200.03,1195.12,1204.03,1193.28,,-0.36
"09/06/2018",1200.14,1197.19,1200.03,1207.36,1195.59,,0.28
"09/05/2018",1196.75,1191.18,1197.19,1198.82,1191.10,,0.45
"09/04/2018",1191.35,1201.29,1191.18,1202.31,1189.55,,-0.82
"09/03/2018",1201.15,1200.59,1201.29,1204.59,1196.11,,0.01
"08/31/2018",1201.09,1200.34,1200.59,1209.17,1198.43,,0.10
"08/30/2018",1199.88,1206.32,1200.34,1208.18,1196.32,,-0.56
"08/29/2018",1206.66,1201.28,1206.32,1207.73,1200.90,,0.45
